Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2020,,,,,,,,,,,691,50,,
2019,,,,,,,,,,,664,50,,
2018,,,,,,,,,,,313,120,,
2017,844,18,,,,,,,,,1241,15,,
2016,429,96,267,1444,260,1398,318,1297,,,394,154,,
2015,310,159,193,1544,187,1502,,,114,1558,1350,15,,
2014,124,450,131,1635,131,1577,,,64,1635,599,83,,
2013,174,302,166,1589,152,1550,282,1375,93,1589,268,233,,
2012,156,362,181,1569,162,1534,275,1383,114,1551,264,252,,
2011,274,171,187,1544,163,1529,274,1382,100,1565,522,96,,
2010,797,15,,,,,,,,,,,,
2007,148,289,124,1645,106,1612,215,1462,70,1602,569,66,,
2006,148,306,134,1620,110,1598,209,1471,101,1542,537,73,,
2005,100,423,107,1669,94,1641,,,78,1591,283,171,,
2004,184,236,167,1575,162,1516,205,1480,84,1580,363,118,,
2003,179,200,257,1477,216,1460,,,192,1413,456,86,,
2002,205,157,274,1428,243,1421,220,1455,188,1421,463,73,,
2001,402,68,,,,,,,,,558,56,,
2000,918,6,,,,,,,,,,,,
