Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,17,9,8,52.9%,7,3,4,42.9%,2003,2015,R64,14,1.02,4.1%,2.4%,63.6%,66.3%,51.7%,60.9%,39.9%,56.9%,45.2%
Roland Garros,4,Clay,4,0,4,0.0%,0,0,0,-,2004,2013,R128,3,0.72,1.9%,4.2%,59.1%,57.7%,48.1%,53.8%,33.5%,52.9%,46.7%
Wimbledon,9,Grass,28,19,9,67.9%,12,7,5,58.3%,2003,2015,R32,11,0.95,4.7%,2.5%,65.9%,67.8%,49.2%,61.4%,36.8%,59.3%,35.0%
US Open,7,Hard,16,9,7,56.3%,8,5,3,62.5%,2002,2014,R64,11,1.06,4.6%,2.6%,60.0%,70.0%,57.1%,64.8%,37.3%,68.8%,43.5%
Davis Cup,11,,26,19,7,73.1%,12,6,6,50.0%,2001,2015,,0,,,,,,,,,,
Newport,5,Grass,9,4,5,44.4%,0,0,0,-,2005,2014,R16,9,1.09,3.8%,4.0%,56.1%,66.9%,56.2%,62.2%,41.4%,52.7%,50.9%
Bangkok,3,Hard,7,4,3,57.1%,3,3,0,100.0%,2005,2007,QF,7,1.08,7.5%,1.3%,60.0%,71.8%,52.6%,64.1%,38.8%,59.6%,46.8%
San Jose,3,Hard,6,3,3,50.0%,1,1,0,100.0%,2006,2013,R16,6,0.98,4.0%,3.3%,53.5%,64.0%,47.5%,56.3%,42.8%,61.8%,40.8%
Tokyo,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2004,2006,R32,5,1.00,4.0%,3.7%,61.5%,63.9%,47.9%,57.8%,42.4%,56.8%,41.9%
Beijing,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2005,2012,R16,4,0.87,3.8%,1.9%,63.6%,62.7%,45.3%,56.3%,37.9%,66.7%,47.1%
Halle,2,Grass,5,3,2,60.0%,3,1,2,33.3%,2005,2013,R16,5,1.10,2.4%,2.1%,62.5%,69.6%,59.5%,65.8%,37.6%,78.4%,37.5%
