Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Imola R16,L vs Giovine,0.97,0.87,70.3,85.6,-,47.3%,-,64.0%,34.4%,46.4%
2019 W25 Biella QF,L vs Bronzetti,1.00,0.87,70.4,4.1,-,48.9%,-,42.9%,40.9%,53.5%
2019 W25 Biella R32,W vs Pieri,1.03,1.14,91.1,3.1,-,59.4%,-,45.9%,51.1%,53.7%
2019 W25 Tarvisio QF,W vs Lukas,0.97,1.09,70.7,4.3,-,50.0%,-,51.4%,55.3%,55.6%
2019 W25 Tarvisio R32,W vs Cristian,1.15,1.38,56.1,2.6,-,42.9%,-,59.4%,64.5%,53.6%
2019 W25 Padova QF,W vs Colmegna,0.86,1.84,38.5,2.4,-,54.5%,-,85.0%,70.4%,62.5%
2019 W25 Curitiba R32,L vs Seguel,0.97,0.70,50.7,2.0,0.0%,43.8%,0.0%,44.8%,40.7%,40.0%
2019 W25 Surprise AZ R32,L vs Karatantcheva,0.92,0.55,40.5,2.4,0.0%,50.0%,0.0%,40.9%,25.9%,40.0%
2017 Norman OK $25K R16,L vs Vickery,1.08,0.69,48.3,2.0,0.0%,33.3%,0.0%,27.3%,37.0%,52.0%
2017 Schio $15K QF,L vs Di Sarra,0.95,0.53,42.3,2.2,4.5%,45.5%,0.0%,42.1%,37.5%,23.8%
2017 Schio $15K R32,W vs Napolitano,0.90,1.33,64.1,3.3,0.0%,62.9%,3.1%,68.8%,50.0%,51.7%
2017 Imola $25K R16,L vs Rubini,0.95,0.63,47.1,2.4,3.8%,38.5%,4.3%,52.2%,39.3%,33.3%
2017 Imola $25K R32,W vs Brianti,1.06,1.13,87.8,4.1,3.8%,59.6%,4.2%,58.3%,43.6%,43.1%
2017 Charlottesville VA $60K R32,L vs Cabrera,0.98,0.83,65.1,8.4,0.0%,47.7%,0.0%,51.2%,38.5%,47.1%
2017 Dothan AL $60K R32,L vs Stollar,0.98,0.89,80.6,17.5,0.0%,52.5%,0.0%,47.2%,52.2%,38.7%
2017 Bogota Q1,L vs Lu,0.94,0.92,87.7,13.8,1.5%,47.7%,0.0%,55.0%,40.0%,56.4%
2017 Campinas $15K F,W vs Petit,1.00,1.37,53.8,2.8,0.0%,69.7%,3.3%,56.7%,54.1%,45.7%
2017 Campinas $15K SF,W vs Carle,1.02,1.17,70.0,3.5,0.0%,50.0%,0.0%,56.7%,56.6%,50.0%
2017 Campinas $15K QF,W vs Kurata,1.03,1.27,63.8,2.6,0.0%,56.8%,0.0%,63.6%,44.7%,53.8%
2017 Campinas $15K R16,W vs Cruz,1.08,2.39,32.3,2.1,0.0%,85.0%,0.0%,52.9%,77.3%,54.5%
2019 (8 matches),,1.00,1.00,65.9,3.2,0.0%,50.2%,0.0%,52.9%,46.9%,50.9%
2017 (17 matches),,1.02,1.01,61.9,2.9,1.1%,52.6%,1.2%,53.8%,46.2%,46.3%
2016 (33 matches),,1.05,1.16,56.0,2.6,3.3%,57.5%,3.7%,56.8%,47.7%,46.4%
2015 (12 matches),,1.01,1.02,53.8,2.6,1.0%,56.2%,1.8%,53.6%,45.6%,45.2%
2014 (12 matches),,1.01,1.11,61.6,3.1,0.9%,54.5%,0.2%,50.4%,54.4%,49.9%
Career (106 matches),,1.02,1.07,58.7,2.8,1.8%,55.0%,1.9%,54.0%,48.0%,47.2%
