Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-06-27),912,23,,,,,,,,,705,61,,
2020,468,91,,,,,,,,,243,344,,
2019,441,93,,,,,,,,,222,344,,
2018,448,60,,,,,,,,,447,104,,
2018,448,60,,,,,,,,,447,104,,
2017,402,93,,,,,,,,,279,246,,
2016,168,336,172,1524,206,1400,121,1551,155,1452,244,258,,
2015,277,157,,,,,,,,,101,715,,
2014,300,131,210,1490,219,1424,155,1506,,,341,138,,
2013,319,152,,,,,,,,,172,416,,
2012,341,126,,,,,,,,,272,222,,
2011,464,79,,,,,,,,,341,175,,
2010,521,58,,,,,,,,,392,134,,
2009,596,43,,,,,,,,,,,,
2008,639,21,,,,,,,,,,,,
2007,1006,4,,,,,,,,,,,,
