Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,24,12,12,50.0%,26-30,46.4%,258-266,49.2%,1-2,33.3%,0,,,,,,,,,,,,F (2x)
2018,25,15,10,60.0%,31-22,58.5%,259-227,53.3%,1-2,33.3%,0,,,,,,,,,,,,W (Cuneo $15K)
2017,16,10,6,62.5%,22-15,59.5%,179-151,54.2%,2-1,66.7%,0,,,,,,,,,,,,W (Campinas $15K)
2016,25,17,8,68.0%,36-22,62.1%,290-231,55.7%,4-2,66.7%,0,,,,,,,,,,,,W (Santiago $10K)
2015,37,20,17,54.1%,48-41,53.9%,430-389,52.5%,2-5,28.6%,0,,,,,,,,,,,,F (Florence SC $25K)
2014,40,26,14,65.0%,58-35,62.4%,473-381,55.4%,11-3,78.6%,0,,,,,,,,,,,,W (Sao Jose Dos Campos 10K)
2013,31,16,15,51.6%,39-30,56.5%,331-295,52.9%,3-2,60.0%,0,,,,,,,,,,,,W (Campos Do Jordao 25K)
2012,24,16,8,66.7%,34-19,64.2%,271-207,56.7%,3-3,50.0%,0,,,,,,,,,,,,W (Santiago 25K)
2011,33,19,14,57.6%,42-30,58.3%,355-281,55.8%,1-5,16.7%,0,,,,,,,,,,,,W (Sao Paulo 10K)
2010,30,17,13,56.7%,36-29,55.4%,309-245,55.8%,2-3,40.0%,0,,,,,,,,,,,,F (Brasilia 10K)
2009,28,14,14,50.0%,33-33,50.0%,315-299,51.3%,3-5,37.5%,0,,,,,,,,,,,,SF (Itajai 10K)
2008,30,17,13,56.7%,37-28,56.9%,316-258,55.1%,2-2,50.0%,0,,,,,,,,,,,,SF (4x)
2007,9,3,6,33.3%,6-14,30.0%,76-104,42.2%,0-1,0.0%,0,,,,,,,,,,,,QF (Itajai 10K)
Career,352,202,150,57.4%,448-348,56.3%,3862-3334,53.7%,35-36,49.3%,0,,,,,,,,,,,,
