Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1980 Wimbledon F,W vs Evert,88.7%,60.3%,2.8%,2/0,2.32,25.0%,88.7%,63.8%,1.9%,2.00,32.4%,94.1%,50.0%,5.9%,2.82,13.6%
1980 Wimbledon SF,W vs Austin,90.1%,46.9%,19.7%,11/3,2.24,8.6%,89.1%,46.9%,23.6%,1.93,12.0%,100.0%,46.7%,6.7%,2.75,3.2%
1980 Wimbledon R16,W vs Mandlikova,75.5%,56.3%,11.7%,7/4,2.12,54.2%,71.7%,55.3%,11.3%,2.22,21.4%,94.3%,57.6%,14.3%,2.03,83.9%
1978 Wimbledon SF,L vs Navratilova,76.3%,52.1%,17.2%,2/14,2.29,78.9%,75.0%,50.0%,17.9%,2.17,81.5%,85.3%,55.2%,17.6%,2.61,72.7%
1976 US Open F,L vs Evert,82.2%,40.5%,15.6%,4/3,2.59,40.5%,90.3%,42.9%,22.6%,2.50,54.5%,75.0%,33.3%,0.0%,2.73,20.0%
1975 US Open F,L vs Evert,84.1%,47.3%,1.1%,0/1,2.42,35.4%,86.8%,52.5%,1.5%,2.33,26.3%,88.2%,26.7%,0.0%,2.50,43.9%
1975 Wimbledon QF,W vs Wade,76.4%,63.8%,9.8%,9/3,2.29,33.3%,75.6%,60.3%,8.9%,1.94,41.9%,81.3%,73.1%,12.5%,2.73,22.9%
1974 US Open F,L vs Jean King,81.6%,47.6%,16.5%,11/6,2.08,57.1%,81.6%,51.6%,17.1%,1.80,53.2%,88.0%,36.4%,16.0%,2.65,65.2%
1973 Wimbledon SF,L vs Jean King,76.6%,52.8%,30.9%,14/15,2.27,71.7%,81.3%,51.9%,29.7%,2.02,70.9%,90.9%,55.0%,45.5%,2.64,73.0%
1972 Wimbledon F,W vs Evert,87.6%,56.4%,7.9%,2/5,2.55,18.3%,94.9%,55.4%,11.9%,2.28,25.0%,81.5%,59.1%,0.0%,2.84,11.4%
1971 Wimbledon F,W vs Court,82.5%,51.5%,13.8%,5/6,2.64,83.3%,86.0%,44.2%,14.0%,2.23,76.7%,95.8%,65.2%,16.7%,3.32,94.4%
1971 Wimbledon SF,W vs Jean King,85.2%,42.3%,11.5%,5/2,2.25,58.3%,87.2%,36.6%,10.6%,1.92,55.6%,84.6%,63.6%,15.4%,2.68,61.9%
1971 Australian Open F,L vs Court,63.0%,34.5%,29.3%,21/6,2.51,68.4%,71.7%,34.9%,28.3%,2.17,58.6%,93.8%,33.3%,62.5%,2.86,78.6%
Career (13 matches),,80.1%,51.2%,14.6%,57.8%,2.35,49.2%,82.4%,50.6%,15.0%,2.09,48.3%,88.6%,52.7%,16.3%,2.69,50.4%
