Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Grass,46,36,10,78.3%,8,6,2,75.0%,1967,1982,W,0,,,,,,,,,,
Roland Garros,4,Clay,19,16,3,84.2%,2,1,1,50.0%,1971,1983,W,0,,,,,,,,,,
Wimbledon,11,Grass,58,49,9,84.5%,4,2,2,50.0%,1970,1982,W,0,,,,,,,,,,
US Open,6,Hard,32,26,6,81.3%,6,3,3,50.0%,1972,1979,F,0,,,,,,,,,,
Fed Cup,7,,25,22,3,88.0%,2,0,2,0.0%,1970,1982,,0,,,,,,,,,,
Sydney,12,Grass,42,34,8,81.0%,6,5,1,83.3%,1967,1982,W,0,,,,,,,,,,
Brisbane,7,Grass,19,16,3,84.2%,1,1,0,100.0%,1968,1982,W,0,,,,,,,,,,
Dallas,6,Carpet,28,24,4,85.7%,3,3,0,100.0%,1972,1980,W,0,,,,,,,,,,
Toronto,6,Hard,18,14,4,77.8%,3,2,1,66.7%,1979,1980,W,0,,,,,,,,,,
Melbourne,6,Grass,18,15,3,83.3%,3,2,1,66.7%,1979,1979,W,0,,,,,,,,,,
Hilton Head,6,Clay,17,10,7,58.8%,4,2,2,50.0%,1974,1983,F,0,,,,,,,,,,
