Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
22-Nov-1982,Sydney,Grass,F,,,(1) Martina Navratilova [USA] d. (13) Goolagong,6-0 3-6 6-1,,,,,,,,
23-Jun-1980,Wimbledon,Grass,F,,,(4) Goolagong d. (3) Chris Evert [USA],6-1 7-6,,,,,,,,
08-Jun-1980,Chichester,Grass,F,,,(1) Chris Evert [USA] d. (2) Goolagong,6-3 6-7 7-5,,,,,,,,
19-Dec-1977,Australian Open 2,Grass,F,,,(1) Goolagong d. (5) Helen Gourlay [AUS],6-3 6-0,,,,,,,,
01-Sep-1976,US Open,Clay,F,,,(1) Chris Evert [USA] d. (2) Goolagong,6-3 6-0,,,,,,,,
21-Jun-1976,Wimbledon,Grass,F,,,(1) Chris Evert [USA] d. (2) Goolagong,6-3 4-6 8-6,,,,,,,,
26-Dec-1975,Australian Open,Grass,F,,,(1) Goolagong d. (5) Renata Tomanova [GER],6-2 6-2,,,,,,,,
27-Aug-1975,US Open,Clay,F,,,(1) Chris Evert [USA] d. (4) Goolagong,5-7 6-4 6-2,,,,,,,,
23-Jun-1975,Wimbledon,Grass,F,,,(3) Billie Jean King [USA] d. (4) Goolagong,6-0 6-1,,,,,,,,
21-Dec-1974,Australian Open,Grass,F,,,(3) Goolagong d. (8) Martina Navratilova [USA],6-3 6-2,,,,,,,,
28-Aug-1974,US Open,Grass,F,,,(2) Billie Jean King [USA] d. (5) Goolagong,3-6 6-3 7-5,,,,,,,,
26-Dec-1973,Australian Open,Grass,F,,,(2) Goolagong d. (1) Chris Evert [USA],7-6 4-6 6-0,,,,,,,,
27-Aug-1973,US Open,Grass,F,,,(2) Margaret Court [AUS] d. (4) Goolagong,7-6 5-7 6-2,,,,,,,,
26-Dec-1972,Australian Open,Grass,F,,,(1) Margaret Court [AUS] d. (2) Goolagong,6-4 7-5,,,,,,,,
26-Jun-1972,Wimbledon,Grass,F,,,(2) Billie Jean King [USA] d. (1) Goolagong,6-3 6-3,,,,,,,,
22-May-1972,Roland Garros,Clay,F,,,(3) Billie Jean King [USA] d. (1) Goolagong,6-3 6-3,,,,,,,,
27-Dec-1971,Australian Open,Grass,F,,,(2) Virginia Wade [GBR] d. (1) Goolagong,6-4 6-4,,,,,,,,
21-Jun-1971,Wimbledon,Grass,F,,,(3) Goolagong d. (1) Margaret Court [AUS],6-4 6-1,,,,,,,,
24-May-1971,Roland Garros,Clay,F,,,(3) Goolagong d. Helen Gourlay [AUS],6-3 7-5,,,,,,,,
07-Mar-1971,Australian Open,Grass,F,,,(1) Margaret Court [AUS] d. (2) Goolagong,2-6 7-6(0) 7-5,,,,,,,,
