Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1980 Wimbledon F,W vs Evert,15.9%,23.2%,44.6%,20.9%,30.2%,47.1%,54.5%,9.5%,0.0%,8.3%,12.5%,40.9%,87.5%,18.8%,0.0%,-56
1980 Wimbledon SF,W vs Austin,17.8%,25.7%,41.5%,23.9%,34.3%,43.1%,51.3%,28.6%,37.5%,6.1%,9.1%,38.7%,28.6%,19.2%,0.0%,-68
1980 Wimbledon R16,W vs Mandlikova,26.2%,45.2%,52.5%,34.9%,55.8%,53.6%,63.6%,66.7%,-,18.4%,36.8%,51.6%,38.5%,64.0%,50.0%,-16
1978 Wimbledon SF,L vs Navratilova,18.8%,37.5%,47.4%,18.2%,42.4%,53.7%,76.7%,19.4%,10.0%,21.4%,28.6%,31.8%,76.9%,13.3%,0.0%,-23
1976 US Open F,L vs Evert,11.9%,21.4%,29.7%,18.5%,33.3%,27.3%,92.9%,61.5%,100.0%,0.0%,0.0%,33.3%,85.7%,0.0%,0.0%,-119
1975 US Open F,L vs Evert,5.7%,12.5%,46.9%,9.3%,23.3%,46.2%,57.1%,18.2%,0.0%,2.3%,2.3%,47.6%,50.0%,19.0%,0.0%,-92
1975 Wimbledon QF,W vs Wade,22.7%,32.7%,43.0%,30.2%,42.9%,47.7%,34.2%,48.0%,50.0%,14.6%,22.0%,37.1%,23.1%,78.6%,75.0%,28
1974 US Open F,L vs Jean King,15.2%,37.0%,51.4%,19.0%,39.7%,46.8%,80.0%,21.4%,0.0%,11.5%,42.3%,60.9%,100.0%,37.5%,66.7%,-4
1973 Wimbledon SF,L vs Jean King,14.9%,34.2%,42.4%,17.9%,46.3%,49.1%,27.3%,38.2%,33.3%,11.9%,19.0%,32.4%,81.8%,15.0%,14.3%,4
1972 Wimbledon F,W vs Evert,16.9%,27.0%,46.5%,25.0%,41.7%,50.0%,25.0%,66.7%,42.9%,7.9%,10.5%,42.9%,0.0%,80.0%,100.0%,-34
1971 Wimbledon F,W vs Court,17.7%,35.5%,56.3%,21.1%,36.8%,63.3%,52.9%,42.9%,80.0%,14.3%,38.1%,44.4%,0.0%,60.0%,100.0%,25
1971 Wimbledon SF,W vs Jean King,21.0%,48.4%,62.5%,20.6%,47.1%,66.7%,61.1%,12.5%,0.0%,22.2%,51.9%,57.1%,36.4%,50.0%,50.0%,-61
1971 Australian Open F,L vs Court,19.2%,39.0%,46.5%,28.4%,37.0%,37.9%,55.3%,30.2%,30.0%,8.2%,44.3%,55.4%,25.0%,33.3%,28.6%,-30
Career (13 matches),,17.5%,32.7%,46.8%,22.6%,39.5%,48.2%,54.0%,34.3%,33.3%,11.2%,25.2%,44.8%,45.4%,40.2%,31.0%,-17
