Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1980 Wimbledon F,W vs Evert,33.8%,56.5%,37.1%,57.7%,8.9%,33.3%,0.0%,22.2%,100.0%,2.9%,20.0%,-108,-101
1980 Wimbledon SF,W vs Austin,41.6%,59.5%,45.3%,60.3%,2.1%,0.0%,0.0%,15.4%,0.0%,6.1%,9.5%,-96,-88
1980 Wimbledon R16,W vs Mandlikova,43.9%,75.0%,32.6%,67.2%,38.5%,0.0%,0.0%,50.0%,0.0%,2.0%,100.0%,113,98
1978 Wimbledon SF,L vs Navratilova,56.8%,57.4%,43.4%,59.8%,28.6%,30.0%,100.0%,0.0%,0.0%,0.0%,-,85,45
1976 US Open F,L vs Evert,40.5%,47.1%,39.1%,50.0%,3.0%,25.0%,0.0%,0.0%,0.0%,0.9%,0.0%,-68,-79
1975 US Open F,L vs Evert,5.7%,60.0%,21.6%,68.4%,5.3%,10.0%,0.0%,10.0%,10.0%,2.8%,21.1%,-95,-107
1975 Wimbledon QF,W vs Wade,44.0%,62.5%,41.2%,62.5%,25.0%,33.3%,0.0%,28.6%,66.7%,0.8%,50.0%,24,24
1974 US Open F,L vs Jean King,67.0%,60.7%,38.5%,58.7%,50.0%,80.0%,0.0%,62.5%,85.7%,0.0%,-,66,36
1973 Wimbledon SF,L vs Jean King,54.4%,59.7%,38.9%,61.7%,35.0%,33.3%,0.0%,28.6%,28.6%,0.0%,-,63,33
1972 Wimbledon F,W vs Evert,35.6%,58.1%,39.9%,63.4%,6.9%,0.0%,0.0%,0.0%,0.0%,3.7%,28.6%,-33,-31
1971 Wimbledon F,W vs Court,56.5%,71.4%,34.5%,71.4%,21.7%,25.0%,0.0%,44.4%,25.0%,0.7%,0.0%,50,40
1971 Wimbledon SF,W vs Jean King,43.5%,66.7%,30.9%,65.8%,31.3%,100.0%,0.0%,50.0%,66.7%,0.9%,100.0%,88,62
1971 Australian Open F,L vs Court,56.6%,56.1%,44.1%,58.1%,14.3%,0.0%,0.0%,50.0%,100.0%,1.5%,0.0%,18,2
Career (13 matches),,45.6%,60.8%,37.9%,61.6%,12.2%,21.2%,50.0%,25.7%,42.9%,2.3%,22.4%,-14,-19
