Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1980 Wimbledon F,W vs Evert,6.4,5.7,7.0,59.5%,43.9%,58.3%,57.6%,44.6%,87.6%,4.0,4.7,5.0,27.8
1980 Wimbledon SF,W vs Austin,5.5,5.3,5.9,47.1%,49.0%,46.2%,51.9%,42.0%,85.9%,0.5,1.0,1.5,10.7
1980 Wimbledon R16,W vs Mandlikova,2.9,2.8,3.0,58.5%,44.2%,66.7%,-,51.3%,83.8%,3.5,25.0,1.5,25.0
1978 Wimbledon SF,L vs Navratilova,3.1,3.2,3.1,51.7%,46.8%,50.0%,0.0%,50.7%,79.7%,8.5,19.8,-0.5,-7.1
1976 US Open F,L vs Evert,6.1,5.0,7.2,36.4%,37.5%,42.9%,37.5%,51.8%,93.6%,-6.5,-17.6,-0.5,-8.3
1975 US Open F,L vs Evert,8.8,8.7,8.8,46.8%,42.1%,45.2%,46.7%,55.4%,80.8%,3.5,1.4,-1.5,-2.9
1975 Wimbledon QF,W vs Wade,3.7,3.7,3.7,48.0%,54.8%,57.7%,55.6%,59.2%,65.4%,14.5,20.4,8.5,34.0
1974 US Open F,L vs Jean King,3.2,3.0,3.3,45.0%,50.0%,66.7%,33.3%,53.9%,65.8%,13.5,32.9,9.0,40.9
1973 Wimbledon SF,L vs Jean King,3.0,3.1,3.0,47.8%,47.5%,62.5%,66.7%,50.3%,73.2%,9.0,36.0,3.5,23.3
1972 Wimbledon F,W vs Evert,5.6,5.0,6.1,52.9%,52.9%,50.0%,59.3%,50.7%,95.7%,5.0,4.7,-1.0,-50.0
1971 Wimbledon F,W vs Court,3.5,3.5,3.6,52.4%,56.1%,63.6%,66.7%,51.3%,79.7%,8.5,22.4,2.5,25.0
1971 Wimbledon SF,W vs Jean King,3.2,3.1,3.3,56.8%,44.4%,50.0%,100.0%,48.7%,63.3%,6.5,23.2,5.0,29.4
1971 Australian Open F,L vs Court,3.3,3.2,3.6,55.2%,38.2%,31.8%,100.0%,56.6%,91.8%,-0.5,-3.1,1.5,37.5
Career (13 matches),,4.3,4.1,4.5,51.1%,47.3%,51.1%,53.1%,51.3%,82.7%,5.4,8.7,2.7,17.4
