Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,76,53,23,69.7%,107-47,69.5%,793-543,59.4%,2-6,25.0%,0,,,,,,,,,,,
Clay,311,259,52,83.3%,521-143,78.5%,3668-2114,63.4%,19-8,70.4%,0,,,,,,,,,,,
Grass,390,324,66,83.1%,651-180,78.3%,4568-2682,63.0%,29-12,70.7%,0,,,,,,,,,,,
Carpet,196,154,42,78.6%,305-105,74.4%,2185-1435,60.4%,25-14,64.1%,0,,,,,,,,,,,
Grand Slams,160,132,28,82.5%,262-72,78.4%,1826-1078,62.9%,12-8,60.0%,0,,,,,,,,,,,
Finals,151,95,56,62.9%,202-128,61.2%,1646-1329,55.3%,16-11,59.3%,0,,,,,,,,,,,
Semi-finals,174,137,37,78.7%,273-107,71.8%,2019-1411,58.9%,20-6,76.9%,0,,,,,,,,,,,
Quarter-finals,183,155,28,84.7%,309-78,79.8%,2160-1310,62.2%,14-6,70.0%,0,,,,,,,,,,,
vs Righties,563,425,138,75.5%,857-348,71.1%,6359-4402,59.1%,50-30,62.5%,0,,,,,,,,,,,
vs Lefties,93,69,24,74.2%,140-55,71.8%,1011-673,60.0%,12-3,80.0%,0,,,,,,,,,,,
