Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1985,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Australian Indoor)
1983,16,9,7,56.3%,17-17,50.0%,155-151,50.7%,1-0,100.0%,0,,,,,,,,,,,,
1982,24,12,12,50.0%,28-25,52.8%,238-230,50.9%,1-2,33.3%,0,,,,,,,,,,,,F (Sydney)
1981,8,5,3,62.5%,9-7,56.3%,71-66,51.8%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
1980,57,37,20,64.9%,73-34,68.2%,530-372,58.8%,6-7,46.2%,0,,,,,,,,,,,,W (Wimbledon)
1979,67,55,12,82.1%,109-27,80.1%,754-433,63.5%,4-3,57.1%,0,,,,,,,,,,,,W (4x)
1978,54,46,8,85.2%,85-19,81.7%,580-308,65.3%,9-4,69.2%,0,,,,,,,,,,,,W (6x)
1977,23,21,2,91.3%,41-8,83.7%,275-128,68.2%,3-0,100.0%,0,,,,,,,,,,,,W (4x)
1976,65,58,7,89.2%,115-20,85.2%,780-378,67.4%,4-5,44.4%,0,,,,,,,,,,,,W (7x)
1975,83,63,20,75.9%,126-51,71.2%,920-630,59.4%,9-3,75.0%,0,,,,,,,,,,,,W (4x)
1974,82,69,13,84.1%,142-36,79.8%,999-607,62.2%,8-5,61.5%,0,,,,,,,,,,,,W (8x)
1973,127,111,16,87.4%,218-46,82.6%,1487-750,66.5%,12-4,75.0%,0,,,,,,,,,,,,W (13x)
1972,107,95,12,88.8%,193-34,85.0%,1306-670,66.1%,8-4,66.7%,0,,,,,,,,,,,,W (12x)
1971,116,99,17,85.3%,202-55,78.6%,1431-859,62.5%,9-4,69.2%,0,,,,,,,,,,,,W (13x)
1970,103,85,18,82.5%,173-56,75.5%,1245-787,61.3%,0-0,-,0,,,,,,,,,,,,W (16x)
1969,27,19,8,70.4%,40-19,67.8%,307-231,57.1%,0-0,-,0,,,,,,,,,,,,W (5x)
1968,14,9,5,64.3%,19-12,61.3%,155-121,56.2%,0-0,-,0,,,,,,,,,,,,W (Sydney Metro)
1967,7,4,3,57.1%,9-8,52.9%,72-70,50.7%,0-0,-,0,,,,,,,,,,,,QF (2x)
1966,5,3,2,60.0%,6-5,54.5%,51-52,49.5%,0-0,-,0,,,,,,,,,,,,W (Sydney Metro U16)
Career,986,800,186,81.1%,1605-481,76.9%,11361-6855,62.4%,75-41,64.7%,0,,,,,,,,,,,,
