Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,4,2,2,50.0%,0,0,0,-,2019,2020,Q3,4,0.97,0.5%,5.6%,69.9%,55.6%,43.1%,51.9%,46.9%,48.1%,53.8%
Roland Garros,3,Clay,8,5,3,62.5%,2,1,1,50.0%,2019,2021,R128,8,1.04,0.3%,5.1%,74.3%,56.2%,37.3%,51.4%,50.8%,51.1%,49.0%
Wimbledon,3,Grass,6,3,3,50.0%,0,0,0,-,2019,2022,R128,6,0.96,1.7%,5.2%,67.0%,58.5%,44.4%,53.8%,44.1%,52.7%,46.9%
US Open,4,Hard,4,0,4,0.0%,1,1,0,100.0%,2011,2021,Q1,4,0.80,1.1%,8.1%,61.9%,54.1%,38.3%,48.1%,41.4%,54.8%,55.2%
Lausanne,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2019,2022,R32,4,0.95,0.4%,7.3%,70.7%,55.4%,32.5%,48.7%,48.8%,53.5%,38.3%
Bogota,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2021,2022,R16,4,0.93,0.3%,8.6%,65.5%,56.4%,42.2%,51.5%,44.9%,58.5%,32.7%
Palermo,7,Clay,11,4,7,36.4%,4,2,2,50.0%,2009,2021,R16,8,0.92,0.7%,5.1%,67.6%,53.4%,41.1%,49.4%,46.6%,46.2%,51.5%
Prague,3,Hard,7,3,4,42.9%,0,0,0,-,2019,2021,R32,7,0.92,0.3%,5.1%,67.4%,51.1%,37.8%,46.8%,48.8%,38.6%,60.0%
Bastad,2,Clay,4,2,2,50.0%,0,0,0,-,2009,2021,R32,1,0.68,0.0%,7.1%,64.3%,50.0%,45.0%,48.2%,35.1%,50.0%,20.0%
Nottingham,2,Grass,3,1,2,33.3%,0,0,0,-,2019,2021,R64,3,1.01,0.8%,9.2%,63.8%,63.9%,40.4%,55.4%,45.2%,52.9%,50.0%
