Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,9,1,8,11.1%,1,0,1,0.0%,2002,2012,R128,1,0.88,1.5%,2.9%,55.9%,50.0%,40.0%,45.6%,48.1%,50.0%,66.7%
Roland Garros,7,Clay,12,5,7,41.7%,6,2,4,33.3%,2001,2012,R128,2,0.75,1.6%,3.1%,71.3%,48.9%,37.8%,45.7%,40.7%,35.3%,55.6%
Wimbledon,6,Grass,10,4,6,40.0%,0,0,0,-,2001,2010,R128,2,0.81,0.0%,7.7%,44.1%,55.6%,50.0%,52.4%,38.3%,47.4%,50.0%
US Open,10,Hard,19,9,10,47.4%,6,3,3,50.0%,2001,2011,R128,3,0.87,1.1%,4.8%,60.2%,57.1%,50.0%,54.3%,39.8%,52.0%,52.9%
Fed Cup,4,,8,5,3,62.5%,2,1,1,50.0%,2001,2011,,0,,,,,,,,,,
Tokyo,11,Hard,20,7,13,35.0%,5,0,5,0.0%,1998,2014,R32,4,0.78,1.4%,5.7%,54.6%,53.9%,50.8%,52.5%,37.0%,51.3%,32.0%
Japan Open,8,Hard,16,8,8,50.0%,2,2,0,100.0%,2000,2008,R16,2,0.87,0.0%,1.3%,67.5%,60.4%,45.1%,55.4%,38.8%,65.0%,62.5%
Seoul,7,Hard,21,13,8,61.9%,5,3,2,60.0%,2004,2012,R16,7,0.95,1.1%,3.8%,61.2%,55.1%,41.8%,49.9%,47.8%,52.1%,46.0%
Birmingham,6,Grass,17,11,6,64.7%,3,2,1,66.7%,2001,2011,R16,6,1.05,1.6%,5.0%,60.7%,64.3%,51.1%,59.1%,42.9%,61.0%,42.6%
Osaka,4,Hard,7,3,4,42.9%,0,0,0,-,2009,2012,Q3,5,0.94,0.6%,3.9%,68.1%,60.6%,33.9%,52.1%,44.9%,42.6%,45.8%
Indian Wells,3,Hard,10,7,3,70.0%,3,3,0,100.0%,2005,2008,R16,0,,,,,,,,,,
