Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 US Open R128,L vs Ivashka,36.6%,45.5%,43.2%,43.0%,52.3%,62.5%,52.4%,62.8%,37.5%,45.8%,44.4%,17.9%,28.2%,31.3%,17
2022 Newport R32,L vs Murray,15.8%,23.7%,23.1%,21.3%,33.3%,53.3%,40.0%,47.3%,83.3%,22.2%,-,5.9%,5.9%,12.5%,-70
2022 Queens Club R32,W vs Schwartzman,39.2%,49.0%,63.0%,44.7%,58.1%,64.5%,46.2%,67.1%,35.7%,58.8%,-,12.5%,31.3%,78.6%,-8
2022 Indian Wells R64,L vs Isner,43.2%,54.1%,64.7%,49.9%,65.9%,77.3%,73.3%,77.0%,44.4%,30.8%,50.0%,13.6%,27.3%,57.9%,-8
2021 Mallorca F,L vs Medvedev,38.6%,50.9%,40.0%,43.2%,54.8%,67.7%,57.1%,63.2%,53.3%,43.8%,50.0%,23.8%,38.1%,25.0%,93
2019 Beijing QF,L vs Zverev,44.1%,50.8%,43.8%,50.5%,58.1%,67.4%,50.0%,67.0%,60.0%,52.2%,0.0%,6.7%,6.7%,35.7%,-49
2019 Wimbledon R16,W vs Sandgren,43.2%,63.7%,60.3%,53.4%,49.0%,74.0%,67.3%,64.6%,39.0%,47.3%,33.3%,35.6%,48.9%,48.3%,72
2019 Wimbledon R128,W vs Thiem,43.0%,60.0%,56.2%,49.3%,58.6%,72.9%,72.4%,70.9%,53.3%,50.0%,80.0%,27.9%,49.2%,45.5%,14
2019 Eastbourne F,L vs Fritz,45.1%,56.9%,32.1%,50.2%,52.9%,64.7%,31.3%,60.6%,46.7%,47.4%,33.3%,29.4%,41.2%,33.3%,-79
2019 Eastbourne SF,W vs Fabbiano,54.7%,61.1%,51.3%,56.9%,64.4%,68.5%,53.8%,67.3%,41.9%,47.6%,50.0%,27.8%,44.4%,46.2%,132
2019 New York SF,L vs Schnur,50.0%,60.2%,42.9%,54.2%,60.0%,68.3%,29.2%,66.2%,46.7%,50.0%,66.7%,30.8%,46.2%,61.1%,29
2019 New York R32,W vs Harris,51.6%,62.9%,51.9%,57.3%,60.0%,75.6%,44.4%,67.8%,43.5%,59.1%,0.0%,35.7%,35.7%,66.7%,188
2019 Australian Open R128,L vs Herbert,42.0%,52.2%,36.1%,46.2%,58.8%,69.4%,40.0%,65.5%,56.4%,41.3%,40.0%,17.8%,28.9%,32.4%,48
2018 Queens Club R16,W vs Wawrinka,48.7%,59.3%,42.9%,52.9%,67.1%,75.7%,43.5%,74.0%,56.3%,50.0%,62.5%,19.5%,34.1%,42.4%,-9
2018 New York F,L vs Anderson,27.4%,38.9%,46.3%,35.1%,35.5%,53.2%,57.5%,47.3%,50.0%,44.4%,100.0%,12.9%,12.9%,29.6%,-32
2017 Paris R32,L vs Krajinovic,29.2%,47.7%,45.2%,36.2%,45.9%,70.3%,50.0%,58.1%,58.8%,45.0%,33.3%,8.3%,20.8%,40.9%,-39
2017 Los Cabos F,W vs Kokkinakis,48.5%,58.8%,62.5%,53.1%,71.8%,84.6%,54.5%,79.7%,46.7%,58.3%,100.0%,19.2%,26.9%,66.7%,72
2017 Wimbledon SF,L vs Cilic,33.8%,47.7%,48.5%,41.7%,41.4%,59.6%,56.9%,53.5%,46.2%,42.6%,66.7%,20.4%,26.5%,35.9%,8
2017 Wimbledon QF,W vs Murray,38.8%,50.0%,54.0%,44.7%,55.1%,68.1%,61.3%,65.1%,44.8%,40.0%,0.0%,17.9%,28.2%,46.9%,-5
2017 Roland Garros R128,L vs Chung,30.8%,38.3%,42.9%,34.9%,53.3%,61.7%,57.1%,61.5%,37.0%,57.6%,0.0%,9.3%,16.7%,34.7%,-26
Career (36 matches),,39.1%,50.5%,48.4%,44.9%,53.9%,67.4%,53.2%,63.7%,47.0%,47.0%,50.5%,20.1%,30.0%,43.6%,79
