Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 US Open R128,L vs Ivashka,58.6%,48.0%,7.0%,6/3,2.14,2.8%,56.8%,42.9%,8.1%,2.20,2.6%,67.3%,54.5%,6.1%,2.05,3.1%
2022 Newport R32,L vs Murray,56.1%,47.8%,0.0%,0/0,2.02,3.8%,61.3%,52.6%,0.0%,1.80,10.0%,50.0%,25.0%,0.0%,2.17,0.0%
2022 Queens Club R32,W vs Schwartzman,72.1%,48.4%,2.3%,1/0,-,29.6%,84.6%,36.4%,0.0%,-,61.5%,69.2%,77.8%,7.7%,-,0.0%
2022 Indian Wells R64,L vs Isner,44.3%,48.4%,1.4%,0/1,-,17.6%,36.0%,55.6%,0.0%,-,33.3%,68.4%,38.5%,5.3%,-,5.3%
2021 Mallorca F,L vs Medvedev,42.2%,47.4%,6.7%,2/1,2.05,24.1%,34.5%,30.0%,6.9%,2.00,53.8%,56.3%,66.7%,6.3%,2.09,0.0%
2019 Beijing QF,L vs Zverev,75.4%,30.4%,1.6%,1/0,2.22,0.0%,73.3%,24.2%,2.2%,2.11,0.0%,81.3%,46.2%,0.0%,2.36,0.0%
2019 Wimbledon R16,W vs Sandgren,64.4%,39.6%,4.7%,4/3,2.15,43.6%,62.9%,32.8%,4.1%,2.01,69.4%,71.4%,51.4%,6.1%,2.38,0.0%
2019 Wimbledon R128,W vs Thiem,57.7%,54.7%,6.3%,4/3,2.10,37.5%,46.3%,51.6%,1.5%,2.19,57.1%,80.5%,57.6%,14.6%,2.03,25.0%
2019 Eastbourne F,L vs Fritz,54.5%,40.0%,1.8%,1/0,2.34,28.6%,48.6%,23.5%,0.0%,1.94,43.8%,72.2%,61.5%,5.6%,2.88,8.3%
2019 Eastbourne SF,W vs Fabbiano,71.8%,41.0%,3.5%,2/1,2.56,15.4%,71.6%,37.5%,4.5%,2.75,19.2%,81.3%,53.8%,0.0%,2.19,7.7%
2019 New York SF,L vs Schnur,61.5%,46.3%,1.8%,0/2,2.17,7.1%,55.4%,37.0%,2.4%,1.94,12.5%,95.5%,66.7%,0.0%,2.47,0.0%
2019 New York R32,W vs Harris,62.2%,60.9%,1.4%,0/1,2.33,29.6%,58.0%,55.2%,2.0%,2.36,44.4%,73.9%,70.6%,0.0%,2.28,0.0%
2019 Australian Open R128,L vs Herbert,47.4%,52.7%,6.9%,5/3,2.32,27.8%,38.9%,57.1%,4.2%,2.23,54.3%,65.9%,48.1%,12.2%,2.39,2.7%
2018 Queens Club R16,W vs Wawrinka,61.8%,50.9%,7.9%,4/3,2.07,67.9%,59.3%,40.0%,1.7%,1.76,65.2%,71.4%,70.0%,21.4%,2.29,69.7%
2018 New York F,L vs Anderson,65.1%,52.2%,3.8%,3/1,2.25,25.4%,58.7%,54.5%,2.7%,2.16,42.5%,83.3%,48.0%,6.7%,2.39,0.0%
2017 Paris R32,L vs Krajinovic,68.9%,45.2%,0.0%,0/0,2.06,7.3%,70.7%,44.8%,0.0%,2.23,15.8%,68.4%,46.2%,0.0%,1.91,0.0%
2017 Los Cabos F,W vs Kokkinakis,57.1%,45.8%,2.4%,0/2,2.38,9.7%,47.7%,47.6%,2.3%,2.05,30.0%,87.1%,44.4%,3.2%,2.55,0.0%
2017 Wimbledon SF,L vs Cilic,51.7%,35.5%,6.7%,5/3,1.88,6.3%,35.9%,32.1%,1.3%,1.83,10.7%,82.9%,38.2%,17.1%,1.96,0.0%
2017 Wimbledon QF,W vs Murray,72.0%,52.6%,1.5%,0/2,1.84,39.7%,68.8%,40.0%,0.0%,1.76,77.4%,83.3%,70.0%,4.2%,1.92,3.1%
2017 Roland Garros R128,L vs Chung,62.5%,40.0%,3.8%,2/2,2.13,10.5%,60.7%,35.1%,1.6%,1.98,28.6%,75.7%,46.4%,8.1%,2.21,0.0%
Career (36 matches),,61.8%,47.5%,3.6%,54.1%,2.16,27.4%,59.0%,43.4%,2.0%,2.06,43.6%,77.3%,53.7%,7.2%,2.26,11.4%
