Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 US Open R128,L vs Ivashka,57,79,0.7,20.9%,28.9%,38,61,0.6,17.4%,28.0%,9.6%,5.0%,1.1,12.1%,11.0%
2022 Newport R32,L vs Murray,9,34,0.3,11.4%,43.0%,7,28,0.3,10.9%,43.8%,4.7%,6.3%,0.9,11.4%,12.7%
2022 Wimbledon R128,L vs Berankis,44,20,2.2,25.4%,11.6%,24,13,1.8,17.0%,9.2%,11.3%,3.5%,3.3,20.8%,6.4%
2022 Queen's Club R32,W vs Schwartzman,36,23,1.6,38.3%,24.5%,26,19,1.4,34.2%,25.0%,13.2%,7.9%,0.8,13.8%,17.0%
2022 Indian Wells Masters R64,L vs Isner,32,26,1.2,22.2%,18.1%,17,18,0.9,17.2%,18.2%,8.1%,9.1%,1.6,19.4%,11.8%
2021 US Open R128,L vs Zverev,32,28,1.1,18.8%,16.5%,15,23,0.7,11.6%,17.8%,4.7%,5.4%,2.7,23.5%,8.8%
2021 Wimbledon R64,L vs Duckworth,36,38,0.9,15.0%,15.8%,19,30,0.6,9.6%,15.2%,7.1%,2.0%,2.3,18.3%,7.9%
2021 Wimbledon R128,W vs Carreno Busta,61,30,2.0,30.8%,15.2%,39,21,1.9,24.1%,13.0%,13.0%,5.6%,1.6,13.6%,8.6%
2021 Mallorca F,L vs Medvedev,20,15,1.3,19.6%,14.7%,10,10,1.0,13.0%,13.0%,6.5%,6.5%,8.0,23.5%,2.9%
2021 Roland Garros R128,L vs Isner,20,22,0.9,11.4%,12.5%,20,22,0.9,14.3%,15.7%,,,0.8,9.7%,12.5%
2021 Australian Open R128,L vs Sonego,20,25,0.8,10.1%,12.6%,20,25,0.8,12.0%,15.0%,,,1.7,12.6%,7.6%
2020 Roland Garros R128,L vs Rublev,51,51,1.0,15.3%,15.3%,51,51,1.0,19.0%,19.0%,,,2.3,12.3%,5.4%
2020 US Open R128,L vs Kuznetsov,33,30,1.1,18.5%,16.9%,22,28,0.8,15.2%,19.3%,6.9%,4.1%,2.0,25.3%,12.4%
2020 Australian Open R32,L vs Sandgren,12,38,0.3,6.3%,19.8%,12,38,0.3,7.7%,24.4%,,,1.3,12.0%,9.4%
2020 Australian Open R64,W vs Berankis,33,30,1.1,13.3%,12.1%,33,30,1.1,16.3%,14.8%,,,0.9,12.5%,14.5%
2020 Australian Open R128,W vs Coric,18,18,1.0,11.3%,11.3%,18,18,1.0,13.8%,13.8%,,,0.5,8.1%,16.3%
2019 Beijing QF,L vs Zverev,28,30,0.9,23.3%,25.0%,13,29,0.4,13.3%,29.6%,10.2%,3.1%,2.8,18.3%,6.7%
2019 US Open R128,L vs Londero,45,37,1.2,19.2%,15.8%,21,30,0.7,11.4%,16.3%,7.6%,2.7%,1.6,20.9%,12.8%
2019 Wimbledon QF,L vs Nadal,38,22,1.7,20.7%,12.0%,16,19,0.8,10.9%,12.9%,7.5%,3.4%,3.7,23.9%,6.5%
2019 Wimbledon R16,W vs Sandgren,74,39,1.9,25.1%,13.2%,49,34,1.4,19.7%,13.7%,9.6%,7.2%,1.8,17.3%,9.5%
Career (111 matches),,4626,3609,1.3,19.9%,15.6%,2841,3171,0.9,14.7%,16.5%,6.3%,2.9%,1.3,16.0%,12.2%
