Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Ivashka,112.1,117.5,14.9,127.3,116.1,133,63,100.0,11.9,103.8,98.0,127,74
2021 US Open R128,L vs Zverev,112.0,122.1,11.5,130.0,110.5,135,98,97.3,7.7,101.2,92.5,130,80
2021 Wimbledon R64,L vs Duckworth,113.3,120.7,10.1,125.6,111.7,131,77,100.5,10.5,105.9,99.0,131,82
2019 US Open R128,L vs Londero,112.7,121.5,9.2,125.8,114.7,136,104,97.7,8.1,101.1,100.5,124,80
2019 Wimbledon QF,L vs Nadal,117.1,125.4,8.6,130.8,119.5,138,106,103.0,3.8,104.7,102.4,113,96
2019 Wimbledon R16,W vs Sandgren,116.0,123.5,10.1,127.6,117.7,136,100,99.9,10.4,112.0,98.0,128,76
2019 Wimbledon R128,W vs Thiem,110.9,120.4,9.5,126.1,114.6,133,101,100.2,6.6,102.7,96.5,113,87
2018 US Open R128,L vs Seppi,112.7,121.9,9.9,127.5,113.3,135,100,98.4,11.5,106.1,91.6,134,74
2018 Wimbledon R32,L vs Monfils,114.8,124.9,8.0,128.4,120.8,139,105,97.8,5.2,102.5,95.4,110,90
2018 Wimbledon R64,W vs Stakhovsky,114.9,123.3,10.3,127.2,116.7,136,81,97.3,7.4,101.0,92.0,109,80
2018 Wimbledon R128,W vs Thompson,111.1,120.7,11.6,126.8,112.3,134,84,96.2,8.1,105.0,94.0,111,81
2017 US Open QF,L vs Anderson,109.4,121.5,10.2,127.5,116.6,137,91,93.1,6.2,97.3,93.2,105,75
2017 US Open R16,W vs Zverev,114.6,125.0,8.7,129.8,116.3,136,107,94.8,4.8,95.0,95.7,104,84
2017 US Open R32,W vs Albot,112.6,125.2,10.4,130.1,121.3,134,80,94.5,7.1,100.0,92.8,105,78
2017 US Open R64,W vs Sela,116.0,124.8,8.1,127.7,120.9,134,102,94.7,8.5,104.0,94.8,109,79
2017 US Open R128,W vs Simon,105.3,121.8,10.5,128.3,116.0,135,84,89.6,11.8,95.6,88.7,127,61
2017 Wimbledon SF,L vs Cilic,112.7,122.2,8.0,126.9,116.8,135,101,94.7,7.7,99.0,95.9,109,79
2017 Wimbledon QF,W vs Murray,114.4,123.9,7.1,127.2,116.4,133,106,97.4,4.9,101.7,97.0,105,89
2017 Wimbledon R16,W vs Anderson,115.2,124.6,8.3,129.4,119.1,136,104,96.4,6.3,102.3,94.7,112,85
2017 Wimbledon R32,W vs Tsonga,111.8,123.8,8.4,128.9,118.3,135,105,95.7,6.8,102.4,91.8,113,80
Career (61 matches),,111.4,121.9,9.4,127.4,116.7,141,60,95.2,7.4,101.9,94.9,134,60
