Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2022,329,152,108,1689,106,1627,96,1644,59,1657,,,,
2021,108,715,73,1737,78,1669,72,1684,31,1720,,,,
2020,53,1065,,,,,,,,,161,475,,
2019,44,1100,29,1850,42,1773,33,1777,13,1813,79,1015,53,1712
2018,51,955,32,1830,36,1771,42,1749,19,1799,72,1170,35,1759
2017,13,2535,30,1881,32,1814,39,1780,18,1834,57,1440,43,1727
2016,31,1355,46,1813,44,1757,60,1722,29,1773,97,805,62,1690
2015,59,785,40,1829,36,1774,54,1735,28,1750,38,1945,33,1774
2014,35,1090,24,1895,20,1853,45,1763,24,1763,64,1095,39,1742
2013,46,960,27,1875,22,1841,37,1786,31,1748,216,315,71,1645
2012,22,1650,16,1956,15,1894,23,1843,14,1828,45,1690,42,1716
2011,93,589,53,1803,45,1770,68,1699,32,1748,38,1933,9,1827
2010,18,1860,35,1859,31,1809,51,1760,20,1775,30,2375,32,1726
2009,25,1320,24,1912,19,1869,69,1710,30,1739,152,450,111,1539
2008,39,870,62,1770,48,1741,108,1633,92,1566,205,290,133,1413
2007,63,573,91,1700,67,1688,181,1499,128,1518,110,478,105,1527
2006,130,354,84,1704,76,1661,194,1487,79,1573,838,30,,
2005,615,31,,,,,,,,,1414,6,,
2003,1432,1,,,,,,,,,,,,
