Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,14,4,10,28.6%,10-25,28.6%,161-195,45.2%,2-7,22.2%,14,81.6%,9.8%,15.6%,5.9%,58.9%,78.5%,44.8%,64.7%,29.7%,47.6%,0.84,R16 (3x)
2021,26,10,16,38.5%,25-39,39.1%,316-350,47.4%,8-8,50.0%,25,85.5%,9.5%,18.9%,6.5%,57.5%,81.4%,48.1%,67.3%,30.2%,48.7%,0.92,F (Mallorca)
2020,9,3,6,33.3%,10-17,37.0%,133-151,46.8%,4-3,57.1%,9,79.7%,12.9%,19.2%,4.1%,60.8%,79.3%,49.7%,67.7%,31.5%,48.8%,0.98,R16 (Adelaide)
2019,41,24,17,58.5%,57-44,56.4%,542-516,51.2%,19-15,55.9%,41,86.7%,15.3%,20.8%,4.9%,61.9%,80.7%,47.7%,68.1%,33.6%,50.8%,1.05,F (Eastbourne)
2018,46,24,22,52.2%,70-55,56.0%,691-612,53.0%,12-22,35.3%,46,88.3%,18.2%,17.1%,4.4%,57.7%,82.0%,50.9%,68.8%,34.0%,51.3%,1.09,F (New York)
2017,59,36,23,61.0%,91-68,57.2%,832-735,53.1%,14-14,50.0%,57,85.2%,21.3%,16.7%,4.0%,57.5%,80.2%,50.6%,67.7%,36.3%,51.8%,1.12,W (2x)
2016,51,28,23,54.9%,72-59,55.0%,699-671,51.0%,20-17,54.1%,51,85.3%,16.1%,16.0%,3.8%,58.5%,79.9%,51.6%,68.2%,33.2%,50.6%,1.04,W (Delray Beach)
2015,44,20,24,45.5%,51-57,47.2%,565-564,50.0%,13-18,41.9%,44,85.8%,14.5%,17.8%,4.6%,59.9%,78.2%,54.0%,68.5%,33.2%,50.5%,1.05,F (2x)
2014,48,27,21,56.3%,72-56,56.3%,678-639,51.5%,14-13,51.9%,43,86.8%,16.1%,17.3%,3.5%,60.6%,79.0%,51.6%,68.2%,33.6%,50.8%,1.06,SF (3x)
2013,52,29,23,55.8%,72-66,52.2%,714-710,50.1%,18-17,51.4%,47,83.9%,16.3%,15.7%,4.2%,60.0%,79.1%,48.3%,66.8%,34.0%,50.3%,1.02,SF (3x)
2012,62,37,25,59.7%,92-68,57.5%,849-786,51.9%,20-13,60.6%,61,85.3%,18.1%,14.2%,4.8%,57.6%,79.8%,50.3%,67.3%,35.0%,51.2%,1.07,W (Los Angeles)
2011,27,12,15,44.4%,31-36,46.3%,342-349,49.5%,5-8,38.5%,27,82.1%,17.2%,11.3%,3.8%,59.8%,73.4%,51.1%,64.4%,35.4%,49.8%,1.00,QF (2x)
2010,63,39,24,61.9%,99-71,58.2%,912-817,52.7%,16-19,45.7%,60,86.2%,20.0%,14.1%,4.0%,61.0%,78.6%,49.9%,67.5%,34.9%,51.2%,1.07,W (4x)
2009,64,41,23,64.1%,98-60,62.0%,837-745,52.9%,14-12,53.8%,61,86.3%,19.4%,15.7%,4.0%,59.5%,79.2%,52.1%,68.2%,35.7%,51.6%,1.12,W (Los Angeles)
2008,52,27,25,51.9%,68-69,49.6%,680-680,50.0%,9-11,45.0%,50,80.8%,19.4%,11.9%,3.9%,59.1%,75.0%,48.8%,64.3%,35.8%,50.3%,1.00,W (Las Vegas)
2007,41,18,23,43.9%,49-57,46.2%,522-549,48.7%,10-10,50.0%,41,81.6%,15.5%,15.9%,4.1%,56.8%,78.6%,48.3%,65.5%,33.0%,49.3%,0.96,SF (Indianapolis)
2006,17,6,11,35.3%,21-24,46.7%,213-227,48.4%,2-4,33.3%,17,82.2%,14.4%,14.4%,4.1%,57.1%,75.7%,49.8%,64.6%,33.4%,49.1%,0.94,R16 (2x)
Career,716,385,331,53.8%,988-871,53.1%,9686-9296,51.0%,200-211,48.7%,694,84.9%,17.1%,15.8%,4.3%,59.1%,78.9%,50.2%,67.2%,34.2%,50.6%,1.04,
