Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 US Open R128,L vs Ivashka,3.2%,50.0%,16.1%,68.2%,22.6%,23.1%,0.0%,9.3%,37.5%,3.2%,25.0%,155,201
2022 Newport R32,L vs Murray,0.0%,-,15.2%,50.0%,3.3%,8.3%,0.0%,9.1%,20.0%,4.1%,50.0%,186,172
2022 Queens Club R32,W vs Schwartzman,4.9%,100.0%,17.0%,56.3%,12.5%,18.2%,0.0%,18.5%,100.0%,3.3%,75.0%,74,107
2022 Indian Wells R64,L vs Isner,0.0%,-,6.9%,60.0%,15.0%,37.5%,0.0%,22.2%,55.6%,1.8%,100.0%,158,170
2021 Mallorca F,L vs Medvedev,27.7%,61.5%,22.5%,73.9%,9.4%,14.3%,0.0%,23.5%,50.0%,1.4%,0.0%,84,113
2019 Beijing QF,L vs Zverev,0.0%,-,11.7%,57.1%,10.5%,17.9%,33.3%,7.4%,0.0%,2.6%,0.0%,46,92
2019 Wimbledon R16,W vs Sandgren,22.7%,85.2%,21.4%,76.2%,14.4%,22.6%,0.0%,12.3%,11.8%,4.7%,40.0%,39,75
2019 Wimbledon R128,W vs Thiem,1.8%,100.0%,15.0%,67.6%,27.0%,29.0%,28.6%,20.3%,36.8%,2.6%,42.9%,83,101
2019 Eastbourne F,L vs Fritz,0.0%,-,9.4%,40.0%,17.9%,23.1%,20.0%,10.8%,16.7%,0.8%,100.0%,37,50
2019 Eastbourne SF,W vs Fabbiano,0.0%,-,6.7%,75.0%,9.9%,17.4%,25.0%,8.7%,21.4%,0.4%,0.0%,-18,83
2019 New York SF,L vs Schnur,0.0%,-,9.1%,61.1%,24.7%,38.9%,0.0%,8.0%,18.8%,0.4%,100.0%,28,52
2019 New York R32,W vs Harris,0.0%,-,10.3%,64.3%,12.7%,17.6%,0.0%,7.7%,28.6%,0.7%,100.0%,34,81
2019 Australian Open R128,L vs Herbert,1.8%,50.0%,9.8%,40.0%,16.7%,33.3%,0.0%,16.7%,33.3%,1.4%,0.0%,42,105
2018 Queens Club R16,W vs Wawrinka,11.4%,30.0%,11.9%,37.5%,26.5%,47.6%,16.7%,8.1%,14.3%,0.6%,100.0%,16,89
2018 New York F,L vs Anderson,9.1%,75.0%,14.4%,58.6%,18.6%,28.6%,33.3%,11.9%,50.0%,0.0%,-,-5,-19
2017 Paris R32,L vs Krajinovic,1.9%,0.0%,11.9%,53.3%,21.0%,18.8%,40.0%,8.8%,15.4%,0.0%,-,76,79
2017 Los Cabos F,W vs Kokkinakis,5.5%,33.3%,9.9%,60.0%,17.0%,13.3%,66.7%,12.5%,36.4%,1.3%,50.0%,7,52
2017 Wimbledon SF,L vs Cilic,2.2%,100.0%,10.3%,64.3%,22.1%,28.1%,25.0%,8.3%,26.1%,0.4%,100.0%,10,29
2017 Wimbledon QF,W vs Murray,2.2%,100.0%,16.5%,65.9%,19.8%,34.5%,0.0%,9.8%,28.6%,0.3%,100.0%,56,80
2017 Roland Garros R128,L vs Chung,0.0%,-,13.4%,73.3%,10.5%,18.2%,40.0%,12.2%,33.3%,2.0%,33.3%,94,86
Career (36 matches),,3.7%,69.5%,11.8%,63.8%,17.7%,25.4%,17.9%,10.9%,28.0%,1.2%,35.6%,46,73
