Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,12,13,48.0%,11,7,4,63.6%,2011,2023,R32,25,0.97,6.8%,1.9%,63.0%,70.7%,49.6%,62.9%,35.9%,58.6%,29.5%
Roland Garros,12,Clay,20,8,12,40.0%,8,5,3,62.5%,2012,2023,R64,20,0.93,3.6%,2.4%,65.5%,66.0%,46.2%,59.2%,38.0%,53.6%,39.0%
Wimbledon,11,Grass,19,8,11,42.1%,8,2,6,25.0%,2011,2022,R16,13,0.98,5.5%,1.8%,66.6%,70.3%,52.3%,64.3%,34.9%,56.5%,32.8%
US Open,12,Hard,22,10,12,45.5%,13,9,4,69.2%,2011,2022,R16,22,0.96,4.5%,3.0%,58.8%,69.7%,48.7%,61.0%,37.3%,58.8%,41.6%
Olympics,2,,3,1,2,33.3%,1,1,0,100.0%,2016,2021,R32,2,1.10,6.2%,0.8%,66.7%,75.6%,41.9%,64.3%,39.4%,33.3%,58.3%
Davis Cup,17,,44,26,18,59.1%,12,7,5,58.3%,2008,2024,,15,1.08,6.3%,2.4%,62.2%,69.0%,54.2%,63.4%,39.6%,53.8%,48.6%
Estoril,15,Clay,26,12,14,46.2%,6,4,2,66.7%,2008,2024,W,24,0.91,2.6%,2.6%,59.7%,66.8%,47.0%,58.8%,37.5%,55.0%,40.7%
Indian Wells Masters,10,Hard,18,7,11,38.9%,8,4,4,50.0%,2013,2023,R32,18,0.96,3.8%,3.7%,59.2%,71.6%,47.2%,61.7%,36.7%,54.1%,40.7%
Miami Masters,9,Hard,18,9,9,50.0%,12,7,5,58.3%,2013,2022,R16,18,0.97,3.6%,3.7%,61.7%,67.6%,50.2%,60.9%,37.9%,53.7%,35.8%
Rome Masters,9,Clay,16,6,10,37.5%,7,3,4,42.9%,2014,2023,R32,16,0.94,4.7%,2.2%,61.4%,68.7%,50.1%,61.5%,36.0%,61.3%,28.2%
Auckland,8,Hard,16,7,9,43.8%,6,2,4,33.3%,2012,2023,F,16,0.97,6.2%,2.8%,62.0%,72.1%,49.8%,63.6%,35.4%,49.4%,40.6%
Cincinnati Masters,8,Hard,16,7,9,43.8%,4,2,2,50.0%,2013,2020,R32,16,1.03,7.8%,3.6%,57.1%,73.8%,53.2%,65.0%,36.0%,53.2%,40.4%
