Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Estoril R32,L vs Fils,8,26,0.3,5.2%,16.8%,6,24,0.3,4.3%,17.0%,1.4%,2.8%,0.8,21.3%,25.8%
2022 Gijon R32,L vs Thiem,5,24,0.2,6.6%,31.6%,4,23,0.2,5.4%,31.1%,5.4%,0.0%,2.0,23.7%,11.8%
2022 US Open R64,L vs Norrie,27,51,0.5,13.4%,25.4%,25,50,0.5,13.2%,26.5%,10.1%,3.2%,0.6,11.9%,20.4%
2022 US Open R128,W vs Mcdonald,15,26,0.6,11.3%,19.5%,14,22,0.6,11.7%,18.3%,11.7%,0.0%,1.2,17.3%,15.0%
2022 Wimbledon R128,L vs Gasquet,57,43,1.3,19.1%,14.4%,52,37,1.4,19.1%,13.6%,13.2%,4.8%,1.6,17.1%,10.7%
2022 Geneva F,L vs Ruud,36,26,1.4,15.9%,11.5%,34,26,1.3,16.0%,12.3%,12.3%,3.3%,1.1,16.3%,14.5%
2022 Pune F,W vs Ruusuvuori,21,25,0.8,10.3%,12.3%,18,21,0.9,9.5%,11.1%,6.8%,2.1%,0.6,13.3%,22.7%
2021 Wimbledon R128,L vs Seppi,31,36,0.9,10.5%,12.2%,25,36,0.7,9.2%,13.3%,7.4%,1.5%,0.8,18.0%,21.4%
2021 Roland Garros R128,L vs Fritz,11,14,0.8,7.1%,9.0%,11,14,0.8,7.7%,9.8%,,,1.3,17.3%,13.5%
2020 Roland Garros R128,L vs Martin,12,28,0.4,7.9%,18.4%,12,28,0.4,8.5%,19.9%,,,1.2,15.8%,13.2%
2020 US Open R128,L vs Mmoh,30,21,1.4,14.3%,10.0%,23,19,1.2,12.2%,10.1%,7.9%,3.7%,1.1,17.6%,15.7%
2020 Australian Open R128,L vs Delbonis,17,25,0.7,8.1%,11.8%,17,25,0.7,9.1%,13.4%,,,1.3,16.6%,12.8%
2019 US Open R128,L vs Thompson,17,34,0.5,9.1%,18.3%,12,34,0.4,6.9%,19.4%,6.3%,0.6%,1.0,15.6%,15.6%
2019 Winston-Salem R32,L vs Haase,31,33,0.9,17.9%,19.1%,22,27,0.8,15.8%,19.4%,14.4%,1.4%,1.6,22.5%,13.9%
2019 Gstaad SF,L vs Stebe,17,38,0.4,11.1%,24.8%,14,37,0.4,9.7%,25.7%,8.3%,1.4%,0.6,10.5%,19.0%
2019 Wimbledon R16,L vs Nadal,16,15,1.1,11.7%,10.9%,12,15,0.8,9.6%,12.0%,6.4%,3.2%,3.0,21.9%,7.3%
2019 Wimbledon R32,W vs Evans,64,52,1.2,19.2%,15.6%,59,51,1.2,18.7%,16.1%,13.9%,4.4%,1.5,16.8%,11.1%
2019 Wimbledon R64,W vs Cilic,23,7,3.3,11.8%,3.6%,14,6,2.3,8.3%,3.6%,7.1%,1.2%,0.7,16.9%,23.6%
2019 Wimbledon R128,W vs Jubb,44,27,1.6,19.2%,11.8%,32,25,1.3,15.2%,11.9%,11.9%,3.3%,0.6,10.9%,17.5%
2019 Halle R32,W vs Hurkacz,16,17,0.9,12.2%,13.0%,12,15,0.8,10.7%,13.4%,9.8%,0.9%,0.7,16.8%,22.9%
Career (75 matches),,1737,2043,0.9,12.5%,14.7%,1458,1889,0.8,11.6%,15.1%,8.0%,1.9%,1.0,17.5%,17.4%
