Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Estoril R32,L vs Fils,0.89,0.75,55.0,2.4,2.4%,61.9%,2.6%,55.3%,25.6%,44.4%
2022 Gijon R32,L vs Thiem,0.74,0.24,26.3,2.1,4.5%,45.5%,0.0%,31.6%,21.1%,18.8%
2022 US Open R64,L vs Norrie,0.81,0.75,36.9,2.4,1.9%,63.5%,2.4%,69.0%,33.9%,29.4%
2022 Wimbledon R128,L vs Gasquet,0.86,0.87,44.0,2.5,6.8%,66.2%,0.0%,67.2%,29.4%,38.5%
2022 Geneva F,L vs Ruud,0.85,0.89,71.1,17.0,1.7%,69.0%,1.9%,65.4%,33.3%,35.1%
2022 Pune F,W vs Ruusuvuori,1.13,1.15,73.4,3.4,3.6%,64.3%,1.9%,61.5%,44.0%,31.1%
2021 Wimbledon R128,L vs Seppi,0.95,0.87,54.0,3.9,5.3%,56.6%,2.9%,58.6%,45.5%,31.9%
2021 Roland Garros R128,L vs Fritz,0.97,0.52,29.4,2.1,2.3%,52.3%,0.0%,60.0%,25.6%,21.2%
2020 Roland Garros R128,L vs Martin,1.00,0.57,27.2,2.2,5.1%,53.8%,0.0%,38.2%,23.3%,38.9%
2020 US Open R128,L vs Mmoh,0.80,0.68,28.4,2.0,9.8%,58.8%,4.7%,62.8%,32.8%,34.5%
2020 Australian Open R128,L vs Delbonis,0.85,0.65,29.4,2.0,1.8%,53.6%,5.8%,71.2%,24.1%,34.7%
2019 US Open R128,L vs Thompson,0.85,0.51,26.0,2.1,9.1%,65.5%,0.0%,49.1%,28.6%,22.2%
2019 Winston-Salem R32,L vs Haase,0.94,0.70,53.7,5.1,8.3%,64.6%,11.1%,64.4%,30.2%,21.6%
2019 Cincinnati R64,L vs Shapovalov,0.75,0.65,36.8,4.0,-,62.9%,-,64.5%,28.2%,35.3%
2019 Gstaad SF,L vs Stebe,0.91,0.77,61.4,4.0,5.3%,44.7%,2.9%,51.4%,53.7%,33.3%
2019 Gstaad QF,W vs Bautista Agut,0.96,1.24,65.2,6.7,-,63.0%,-,71.8%,39.2%,45.8%
2019 Gstaad R32,W vs Darcis,1.49,1.90,39.9,2.2,-,75.9%,-,76.9%,33.3%,26.9%
2019 Bastad R32,W vs Kovalik,1.11,1.35,51.5,2.4,-,71.4%,-,57.6%,42.4%,43.8%
2019 Wimbledon R16,L vs Nadal,0.74,0.33,18.8,2.0,7.7%,51.3%,2.7%,54.1%,34.4%,6.9%
2019 Wimbledon R32,W vs Evans,1.19,1.13,56.0,6.4,2.1%,56.4%,3.4%,61.8%,46.3%,30.0%
2024 (1 matches),,0.89,0.75,55.0,2.4,2.4%,61.9%,2.6%,55.3%,25.6%,44.4%
2022 (5 matches),,0.89,0.82,53.3,3.1,3.8%,64.1%,1.3%,62.8%,33.3%,33.2%
2021 (2 matches),,0.95,0.75,45.5,2.7,4.2%,55.0%,1.8%,59.1%,38.8%,28.6%
2020 (3 matches),,0.88,0.64,28.4,2.1,5.5%,55.5%,3.9%,59.7%,27.2%,35.7%
2019 (37 matches),,1.03,0.95,50.8,2.7,4.8%,61.8%,4.3%,61.2%,35.9%,34.8%
Career (392 matches),,1.01,0.99,52.1,2.8,3.9%,62.1%,3.2%,61.1%,37.8%,37.6%
