Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Estoril R32,L vs Fils,3.6,4.0,3.3,46.9%,40.0%,75.0%,54.5%,60.3%,18.0%,-1.5,-1.1,-4.0,-5.6
2022 Gijon R32,L vs Thiem,4.9,5.0,4.9,39.4%,23.8%,33.3%,10.0%,55.8%,16.2%,-6.5,-7.6,-11.5,-20.5
2022 Geneva F,L vs Ruud,4.0,4.3,3.7,47.7%,53.8%,44.4%,62.5%,58.9%,15.3%,21.0,10.6,-1.5,-1.2
2022 Pune F,W vs Ruusuvuori,4.6,4.7,4.5,56.1%,50.0%,43.8%,38.7%,58.1%,44.7%,21.0,9.6,-5.5,-6.3
2019 Winston Salem R32,L vs Haase,3.5,3.6,3.5,47.3%,36.7%,50.0%,66.7%,64.7%,19.5%,13.5,9.1,-6.5,-11.0
2019 Gstaad SF,L vs Stebe,6.0,6.0,6.0,50.0%,38.9%,50.0%,41.9%,73.6%,18.3%,-0.5,-0.2,-5.5,-6.3
2019 Wimbledon R16,L vs Nadal,4.0,4.8,3.0,39.2%,41.9%,29.4%,40.0%,67.6%,26.1%,-0.5,-0.4,-5.0,-10.6
2019 Halle R32,W vs Hurkacz,4.2,4.5,4.0,57.0%,66.7%,36.4%,41.2%,69.5%,49.3%,22.5,15.1,-1.0,-3.3
2019 Monte Carlo R64,L vs Medvedev,3.9,5.0,2.6,38.6%,42.9%,11.1%,16.7%,66.9%,29.8%,-0.5,-0.6,-11.5,-34.8
2019 Miami R128,W vs Tseng,4.4,4.2,4.6,47.1%,66.7%,45.5%,66.7%,68.4%,17.8%,24.0,11.2,3.5,4.3
2019 Auckland R32,W vs Shapovalov,3.3,3.7,2.9,52.8%,44.7%,46.2%,23.1%,59.5%,16.8%,8.0,5.6,-1.0,-1.2
2018 Estoril F,W vs Tiafoe,4.2,4.8,3.6,50.0%,57.9%,60.0%,42.9%,66.7%,17.5%,8.5,6.9,-0.5,-1.0
2018 Estoril SF,W vs Tsitsipas,4.8,5.5,4.2,40.2%,64.6%,53.8%,50.0%,65.8%,11.4%,7.0,3.0,-3.5,-3.4
2018 Marrakech R16,W vs Basic,4.4,4.0,4.6,53.7%,51.1%,50.0%,52.9%,70.7%,22.9%,18.5,8.1,-0.5,-0.7
2018 Indian Wells R64,W vs Zverev,4.5,5.4,3.7,49.5%,48.8%,46.2%,63.6%,66.9%,24.8%,10.0,4.1,-0.5,-0.5
2017 Kitzbuhel F,L vs Kohlschreiber,4.1,3.3,4.7,42.2%,52.9%,50.0%,33.3%,58.3%,18.1%,9.0,8.0,-5.5,-8.2
2017 Auckland F,L vs Sock,3.2,3.6,2.7,43.7%,41.9%,50.0%,71.4%,60.2%,22.0%,2.0,1.6,-9.5,-15.3
2016 Olympics R32,L vs Del Potro,4.6,4.9,4.2,45.3%,52.4%,57.1%,45.5%,67.0%,16.1%,9.5,5.6,-2.5,-3.5
2016 Madrid QF,L vs Nadal,4.9,5.4,4.5,40.3%,46.4%,46.2%,50.0%,63.6%,11.8%,4.5,2.4,-9.5,-9.9
2016 Monte Carlo R64,W vs Karlovic,2.4,2.8,2.0,53.2%,58.3%,87.5%,-,70.6%,31.3%,15.0,20.0,2.0,10.0
Career (34 matches),,4.3,4.5,4.0,48.6%,48.6%,50.7%,48.1%,63.0%,19.7%,9.8,6.2,-3.6,-4.8
