Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,251,112,139,44.6%,298-366,44.9%,3112-3340,48.2%,52-50,51.0%,233,75.8%,19.9%,5.0%,2.9%,60.2%,69.9%,49.5%,61.8%,36.4%,49.0%,0.95
Clay,194,90,104,46.4%,228-260,46.7%,2258-2384,48.6%,30-31,49.2%,181,72.3%,23.5%,3.8%,2.8%,61.1%,68.2%,47.8%,60.3%,37.9%,49.1%,0.95
Grass,39,14,25,35.9%,44-68,39.3%,537-585,47.9%,4-17,19.0%,39,80.0%,17.2%,5.3%,1.8%,64.6%,70.9%,52.9%,64.5%,34.6%,49.5%,0.98
Grand Slams,65,27,38,41.5%,97-143,40.4%,1063-1229,46.4%,17-13,56.7%,65,74.2%,18.9%,5.1%,2.4%,63.6%,68.8%,48.9%,61.6%,35.9%,48.6%,0.93
Masters,80,29,51,36.3%,72-117,38.1%,870-1010,46.3%,15-17,46.9%,80,73.7%,19.2%,4.6%,3.2%,60.1%,68.9%,49.0%,60.9%,35.6%,48.2%,0.91
Other Tours,295,134,161,45.4%,325-386,45.7%,3344-3576,48.3%,47-63,42.7%,293,75.2%,21.8%,4.3%,2.8%,60.3%,69.7%,49.0%,61.5%,37.3%,49.4%,0.97
Best of 5,85,40,45,47.1%,143-166,46.3%,1426-1488,48.9%,22-16,57.9%,71,74.3%,20.4%,5.3%,2.3%,63.5%,68.9%,49.1%,61.7%,36.6%,49.1%,0.96
Best of 3,399,176,223,44.1%,427-528,44.7%,4481-4821,48.2%,64-82,43.8%,382,75.0%,21.1%,4.4%,2.9%,60.3%,69.5%,49.2%,61.4%,36.8%,49.1%,0.95
Finals,12,4,8,33.3%,11-19,36.7%,134-160,45.6%,1-3,25.0%,12,72.4%,19.3%,3.6%,2.0%,61.8%,67.1%,46.4%,59.2%,33.7%,47.0%,0.83
Semi-finals,21,12,9,57.1%,29-24,54.7%,258-265,49.3%,7-3,70.0%,21,76.9%,21.3%,4.0%,2.6%,60.6%,69.3%,49.1%,61.3%,37.8%,49.7%,0.98
Quarter-finals,36,21,15,58.3%,51-38,57.3%,430-420,50.6%,11-3,78.6%,36,78.0%,22.1%,4.7%,2.5%,59.8%,71.4%,52.5%,63.8%,37.9%,50.7%,1.05
vs Righties,406,178,228,43.8%,467-586,44.3%,4918-5324,48.0%,76-86,46.9%,385,74.7%,21.1%,4.4%,2.7%,60.8%,69.4%,49.1%,61.4%,36.8%,49.1%,0.95
vs Lefties,71,31,40,43.7%,84-107,44.0%,869-945,47.9%,8-12,40.0%,67,75.5%,19.9%,5.1%,3.0%,61.9%,69.2%,49.5%,61.7%,36.4%,49.0%,0.95
vs Top 10,42,5,37,11.9%,15-90,14.3%,363-612,37.2%,3-8,27.3%,42,65.6%,9.8%,2.8%,2.7%,59.0%,67.0%,42.3%,56.9%,30.3%,44.2%,0.70
