Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 ITF Evansville F,L vs Mcnally,0.0%,-,6.9%,60.0%,9.7%,12.5%,0.0%,5.3%,15.4%,1.6%,20.0%,-129,-96
2025 ITF Evansville SF,W vs Hartono,0.0%,-,1.7%,100.0%,33.3%,33.3%,0.0%,15.0%,28.6%,2.3%,33.3%,-91,-39
2025 ITF Granby R16,L vs Vagramov,0.0%,-,6.5%,80.0%,8.3%,25.0%,0.0%,6.3%,15.4%,0.8%,66.7%,-154,-115
2025 ITF Granby R32,W vs Arconada,0.0%,-,5.1%,80.0%,11.2%,19.0%,33.3%,5.7%,19.0%,3.2%,11.1%,-136,-112
2025 ITF Cary F,W vs Ekstrand,0.0%,-,9.3%,80.0%,17.3%,28.6%,100.0%,16.3%,42.9%,2.7%,50.0%,-4,-6
Last 52 Weeks (5 matches),,0.0%,-,5.9%,75.7%,12.3%,19.6%,11.8%,7.6%,23.5%,1.9%,29.2%,-117,-84
Career (5 matches),,0.0%,-,5.9%,75.7%,12.3%,19.6%,11.8%,7.6%,23.5%,1.9%,29.2%,-117,-84
