Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W100 Evansville F,L vs Mcnally,45% (5/11),40% (2/5),1/4,45% (5/11),20% (1/5),2/2,0/1,1/1,0/0,1/1
2025 W75 Granby R32,W vs Arconada,88% (7/8),86% (6/7),2/2,38% (3/8),33% (1/3),4/5,1/2,0/0,0/1,0/0
2025 W100 Cary NC F,W vs Ekstrand,50% (4/8),100% (4/4),0/0,50% (4/8),100% (4/4),3/3,1/1,0/0,0/0,0/0
2019 W15 Oldenzaal R32,W vs Herrmann,60% (12/20),75% (9/12),1/4,41% (7/17),43% (3/7),4/5,0/2,0/0,0/0,0/0
2025 (3 matches),,59.3%,75.0%,50.0%,44.4%,50.0%,90.0%,50.0%,100.0%,0.0%,100.0%
2019 (1 matches),,60.0%,75.0%,25.0%,41.2%,42.9%,80.0%,0.0%,-,-,-
Career (4 matches),,59.6%,75.0%,40.0%,43.2%,47.4%,86.7%,33.3%,100.0%,0.0%,100.0%
