Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-07-25),1433,2,,,,,,,,,,,,
2020,1173,6,,,,,,,,,985,25,,
2019,1045,8,,,,,,,,,721,45,,
2018,502,11,,,,,,,,,281,169,,
2018,502,11,,,,,,,,,281,169,,
2017,319,151,317,1285,314,1249,289,1252,240,1311,189,348,,
2016,270,190,316,1291,311,1248,304,1264,240,1285,170,437,,
2015,201,248,294,1358,278,1317,,,238,1330,154,496,,
2014,220,223,290,1350,285,1300,,,,,134,571,,
2013,280,163,298,1284,291,1272,299,1186,226,1305,137,530,,
2012,212,226,310,1288,304,1278,302,1195,,,438,131,,
2011,297,157,301,1326,293,1297,291,1267,,,734,48,,
2010,544,48,,,,,,,,,758,43,,
2009,427,82,,,,,,,,,431,119,,
2008,316,110,332,1340,314,1321,,,224,1351,356,144,,
2007,297,127,305,1384,280,1365,320,1245,222,1346,332,163,,
2006,316,118,314,1252,304,1225,,,,,473,90,,
2005,332,94,,,,,,,,,404,108,,
2004,300,116,,,,,,,,,561,63,,
2003,403,71,,,,,,,,,654,47,,
2002,1184,3,,,,,,,,,,,,
