Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,1,1,0,100.0%,2-0,100.0%,12-2,85.7%,0-0,-,0,,,,,,,,,,,,
2017,1,0,1,0.0%,2-3,40.0%,26-31,45.6%,1-0,100.0%,1,64.3%,25.0%,3.1%,1.6%,69.8%,59.7%,50.0%,56.8%,37.4%,47.3%,0.86,
2016,2,2,0,100.0%,6-2,75.0%,42-25,62.7%,1-0,100.0%,2,72.7%,48.5%,1.4%,0.5%,76.9%,63.8%,53.1%,61.3%,49.5%,55.7%,1.28,
2014,2,0,2,0.0%,4-5,44.4%,44-50,46.8%,2-1,66.7%,0,,,,,,,,,,,,
2013,6,2,4,33.3%,6-10,37.5%,69-77,47.3%,0-2,0.0%,0,,,,,,,,,,,,
2012,1,0,1,0.0%,2-3,40.0%,23-27,46.0%,0-0,-,0,,,,,,,,,,,,
2011,2,2,0,100.0%,6-1,85.7%,44-29,60.3%,2-1,66.7%,0,,,,,,,,,,,,
2010,1,0,1,0.0%,1-1,50.0%,9-9,50.0%,0-0,-,0,,,,,,,,,,,,
2009,3,1,2,33.3%,5-8,38.5%,62-71,46.6%,2-0,100.0%,0,,,,,,,,,,,,
2008,4,2,2,50.0%,7-7,50.0%,67-67,50.0%,3-0,100.0%,0,,,,,,,,,,,,
2007,2,1,1,50.0%,3-3,50.0%,31-29,51.7%,1-1,50.0%,1,66.7%,0.0%,1.9%,1.9%,72.2%,64.1%,40.0%,57.4%,28.3%,43.0%,0.66,
2006,4,1,3,25.0%,3-9,25.0%,45-63,41.7%,0-1,0.0%,1,37.5%,0.0%,4.1%,4.1%,61.2%,50.0%,31.6%,42.9%,27.5%,36.0%,0.48,
2005,2,0,2,0.0%,1-4,20.0%,20-30,40.0%,1-0,100.0%,1,55.6%,20.0%,1.8%,1.8%,63.6%,54.3%,50.0%,52.7%,34.5%,43.6%,0.73,
2004,3,2,1,66.7%,4-4,50.0%,38-31,55.1%,0-0,-,0,,,,,,,,,,,,
2003,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,0,,,,,,,,,,,,
Career,35,15,20,42.9%,54-60,47.4%,544-545,50.0%,13-6,68.4%,6,64.4%,28.7%,2.3%,1.4%,71.4%,60.6%,47.8%,56.9%,39.8%,48.7%,0.93,
