Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 M15 Wuhan R32,W vs Lu,1.08,1.32,54.7,2.2,0.0%,58.5%,0.0%,66.7%,48.6%,43.2%
2019 M15 Anning QF,L vs Vanshelboim,0.70,0.35,32.4,2.2,0.0%,38.9%,0.0%,33.3%,22.7%,40.9%
2019 M15 Anning R16,W vs Ichikawa,1.22,1.42,43.7,2.0,0.0%,55.8%,2.4%,58.5%,48.7%,51.4%
2018 Taipei CH R16,L vs Soeda,1.35,0.46,37.7,3.1,4.2%,45.8%,0.0%,37.5%,15.8%,25.0%
2017 Ho Chi Minh City CH R16,L vs Bhambri,0.58,0.43,25.7,2.1,0.0%,57.1%,0.0%,34.6%,45.2%,34.5%
2017 Gwangju CH R32,L vs Klahn,0.96,0.56,35.8,2.0,0.0%,46.4%,3.8%,38.5%,29.6%,37.0%
2017 Chengdu CH R16,L vs Donskoy,0.86,0.35,26.9,2.1,0.0%,53.8%,0.0%,44.0%,21.7%,19.0%
2017 Gatineau CH R32,L vs Soeda,1.00,0.71,54.9,3.0,0.0%,39.4%,0.0%,60.0%,33.3%,38.7%
2017 Eastbourne Q2,L vs Fabbiano,1.35,0.79,48.8,2.1,2.8%,44.4%,0.0%,41.2%,43.5%,21.1%
2017 Taipei CH R32,L vs Ebden,0.87,0.69,54.0,2.1,2.9%,68.6%,0.0%,54.5%,29.4%,31.3%
2017 Egypt F8 SF,L vs Humbert,0.83,0.45,32.4,2.3,0.0%,53.3%,0.0%,48.3%,37.5%,14.3%
2017 Kyoto CH QF,L vs Zemlja,0.80,0.53,39.9,2.4,10.3%,82.8%,0.0%,44.4%,24.1%,23.1%
2016 Astana CH R32,L vs Nishioka,0.96,0.56,37.0,2.1,7.1%,39.3%,7.4%,51.9%,40.0%,22.7%
2016 Kaohsiung CH R32,L vs Vanni,0.96,0.67,48.2,2.7,0.0%,54.3%,0.0%,55.9%,30.3%,32.3%
2016 Shanghai CH R32,L vs Thompson,0.93,0.87,88.9,7.2,5.0%,66.7%,1.8%,54.5%,37.7%,35.7%
2016 Astana CH R32,L vs Istomin,0.91,0.48,39.7,2.1,4.2%,66.7%,0.0%,47.8%,18.5%,27.3%
2016 Seoul CH R32,L vs Lacko,0.91,0.61,43.3,2.1,0.0%,41.4%,0.0%,30.8%,37.5%,48.4%
2016 Taipei CH R32,L vs Wang,0.99,0.68,45.3,3.1,0.0%,53.3%,0.0%,37.9%,40.0%,34.5%
2016 Uzbekistan F2 QF,L vs Ivashka,1.16,0.54,40.6,2.3,3.7%,51.9%,0.0%,38.5%,21.7%,30.0%
2016 Raanana CH QF,L vs Fabbiano,0.79,0.58,35.2,2.5,0.0%,51.7%,0.0%,42.9%,42.9%,34.6%
2019 (3 matches),,1.06,1.06,45.7,2.1,0.0%,53.9%,1.1%,57.6%,42.9%,45.8%
2018 (1 matches),,1.35,0.46,37.7,3.1,4.2%,45.8%,0.0%,37.5%,15.8%,25.0%
2017 (8 matches),,0.91,0.57,40.7,2.2,2.0%,55.5%,0.4%,46.1%,33.0%,28.6%
2016 (10 matches),,0.95,0.65,50.7,2.5,3.1%,54.8%,1.0%,45.1%,34.5%,33.9%
2015 (8 matches),,1.00,0.74,48.4,2.6,1.3%,57.2%,1.8%,51.9%,32.8%,33.6%
Career (52 matches),,0.97,0.73,49.3,2.5,2.9%,58.1%,1.9%,51.9%,33.2%,35.0%
