Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Berkeley CA SF,W vs Vickery,78% (7/9),86% (6/7),0/1,50% (4/8),75% (3/4),3/4,0/0,0/0,0/0,0/0
2019 W100 Manchester Q1,W vs Hutchinson,100% (7/7),86% (6/7),0/0,17% (1/6),100% (1/1),5/5,1/1,0/0,0/0,0/0
2019 W80 Gifu R16,L vs Okamura,64% (9/14),78% (7/9),4/7,69% (9/13),22% (2/9),2/6,0/0,0/0,0/0,0/0
2019 W80 Gifu R32,W vs Kaji,60% (6/10),83% (5/6),1/2,22% (2/9),0% (0/2),4/4,0/0,0/0,0/0,0/0
2019 W25 Osaka SF,L vs Wang,56% (9/16),67% (6/9),3/6,53% (8/15),13% (1/8),2/6,1/1,1/2,0/0,0/0
2019 W25 Osaka QF,W vs Marino,56% (5/9),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2019 W25 Osaka R16,W vs Yadlapalli,75% (6/8),100% (6/6),1/2,38% (3/8),33% (1/3),4/5,1/1,0/0,1/1,0/0
2019 W25 Osaka R32,W vs Kozaki,88% (7/8),100% (7/7),2/2,43% (3/7),33% (1/3),4/6,1/2,0/0,0/1,0/0
2019 W25 Kashiwa QF,L vs Marino,50% (5/10),60% (3/5),2/5,50% (5/10),0% (0/5),0/3,0/0,1/1,0/0,1/1
2019 W25 Kashiwa R16,W vs Sema,67% (6/9),100% (6/6),2/2,33% (3/9),33% (1/3),4/4,0/0,0/0,0/0,0/0
2019 W25 Kashiwa R32,W vs Kobori,75% (6/8),83% (5/6),1/1,13% (1/8),0% (0/1),5/5,2/2,0/0,1/1,0/0
2019 W25 Kofu QF,W vs Rodionova,83% (5/6),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,1/1,0/0
2019 W25 Kofu R16,W vs Wagner,86% (6/7),83% (5/6),0/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2019 W25 Kofu R32,W vs Kozaki,100% (6/6),100% (6/6),0/0,33% (2/6),100% (2/2),6/6,2/2,0/0,1/1,0/0
2019 W25 Kofu QF,L vs Wagner,67% (8/12),63% (5/8),1/4,58% (7/12),14% (1/7),2/4,0/0,0/2,0/0,0/1
2019 W25 Kofu R16,W vs Cepelova,60% (6/10),100% (6/6),1/2,44% (4/9),50% (2/4),4/4,0/0,1/1,0/0,0/0
2019 W25 Nishi Tama R16,L vs Shimizu,33% (3/9),67% (2/3),0/4,63% (5/8),0% (0/5),0/2,0/0,1/2,0/0,1/1
2019 W25 Yokohama R16,L vs Sato,30% (3/10),100% (3/3),3/5,56% (5/9),0% (0/5),1/3,0/0,1/1,0/0,1/1
2019 Indian Wells 125K Q1,L vs Shibahara,43% (6/14),50% (3/6),0/3,23% (3/13),0% (0/3),2/3,1/1,2/2,0/0,1/1
2019 W25 Surprise AZ R32,W vs Alves,67% (6/9),83% (5/6),1/2,44% (4/9),50% (2/4),4/5,2/2,0/0,1/1,0/0
2019 (23 matches),,61.0%,80.9%,42.6%,43.0%,27.2%,71.7%,93.3%,53.8%,85.7%,66.7%
2018 (17 matches),,58.4%,84.2%,43.1%,52.3%,25.6%,61.5%,81.3%,92.3%,75.0%,75.0%
2017 (50 matches),,57.1%,84.0%,42.9%,46.0%,22.8%,63.3%,68.2%,60.5%,80.0%,68.8%
2016 (37 matches),,50.8%,78.4%,36.8%,57.7%,24.8%,57.6%,65.2%,58.3%,55.6%,57.1%
2015 (21 matches),,49.3%,80.7%,41.7%,49.3%,25.0%,70.7%,73.1%,60.0%,80.0%,75.0%
Career (178 matches),,55.9%,81.1%,40.9%,49.9%,23.5%,63.7%,71.2%,62.6%,77.6%,64.7%
