Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),279,187,195,1577,180,1547,180,1531,122,1546,,,,
2025,298,177,204,1558,195,1518,177,1532,131,1536,,,,
2024,113,542,157,1617,142,1583,167,1552,89,1591,,,,
2023,264,222,185,1571,160,1545,179,1516,,,,,,
2022,188,300,156,1620,139,1584,156,1562,92,1584,,,,
2021,182,366,149,1615,130,1584,144,1566,112,1555,,,,
2020,89,776,70,1739,68,1690,77,1662,,,74,1260,,
2019,67,816,61,1781,55,1743,76,1676,57,1660,140,540,115,1544
2018,53,935,48,1790,43,1751,59,1698,65,1640,451,45,,
2017,74,693,80,1733,70,1702,79,1673,98,1569,818,45,,
2016,89,634,74,1750,69,1709,71,1695,97,1574,416,135,,
2015,65,762,66,1760,52,1743,93,1646,109,1570,,,,
2014,70,705,55,1788,42,1765,79,1675,97,1569,144,525,116,1480
2013,67,721,50,1801,42,1775,69,1700,,,445,129,,
2012,107,526,86,1719,70,1687,92,1659,153,1489,426,135,,
2011,91,598,108,1678,96,1644,116,1605,134,1509,122,648,100,1590
2010,59,819,44,1823,34,1801,67,1702,,,386,144,,
2009,132,409,124,1646,101,1620,129,1584,,,591,73,,
2008,148,297,196,1542,183,1489,179,1528,197,1422,608,69,,
2007,218,189,286,1439,353,1311,202,1477,,,623,59,,
2006,605,37,,,,,,,,,781,34,,
2005,1497,1,,,,,,,,,1683,1,,
