Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Miami R128,W vs Van De Zandschulp,25.6%,32.1%,50.9%,29.6%,22.7%,34.1%,52.9%,29.8%,43.5%,61.9%,50.0%,30.3%,30.3%,47.8%,-35
2021 Davis Cup Finals QF,W vs Kecmanovic,21.9%,31.4%,54.7%,31.1%,22.1%,34.7%,58.1%,35.4%,55.0%,38.2%,20.0%,22.0%,24.4%,46.9%,-43
2021 Miami R64,L vs Karatsev,23.4%,23.4%,40.0%,24.7%,25.0%,25.0%,41.7%,26.9%,6.7%,11.8%,100.0%,21.4%,21.4%,36.4%,22
2021 Dubai R64,L vs Struff,25.4%,27.1%,35.1%,28.3%,34.4%,37.5%,38.1%,39.7%,17.6%,40.0%,33.3%,20.0%,20.0%,31.3%,59
2020 Davis Cup Qualifiers RR,L vs Haase,20.0%,30.0%,56.3%,26.7%,25.9%,37.0%,60.0%,37.0%,33.3%,50.0%,20.0%,11.4%,20.0%,51.6%,-37
2020 Australian Open R128,L vs Polmans,14.9%,30.3%,51.0%,24.3%,17.9%,35.7%,53.3%,32.7%,34.5%,56.1%,37.5%,10.2%,22.0%,47.2%,-13
2019 Davis Cup Finals RR,W vs Van De Zandschulp,31.8%,31.8%,63.3%,34.5%,40.7%,40.7%,62.5%,45.2%,42.9%,61.5%,-,17.6%,17.6%,64.3%,-79
2019 Shanghai R64,W vs Kecmanovic,20.8%,36.1%,66.1%,30.4%,25.5%,43.1%,68.4%,39.0%,42.9%,50.0%,100.0%,10.0%,20.0%,61.1%,-13
2019 St Petersburg R32,W vs Sinner,17.1%,24.4%,54.4%,21.6%,23.5%,33.3%,53.8%,30.8%,45.5%,65.5%,100.0%,6.5%,9.7%,55.2%,-79
2019 Wimbledon R16,L vs Nishikori,31.1%,42.6%,39.8%,37.0%,37.8%,46.3%,43.1%,46.5%,60.0%,42.6%,100.0%,17.9%,35.9%,34.4%,-41
2019 Marseille F,L vs Tsitsipas,18.7%,24.2%,54.1%,25.5%,18.3%,25.0%,59.2%,28.7%,50.0%,65.6%,100.0%,19.4%,22.6%,44.0%,-79
2019 Marseille SF,W vs Humbert,30.4%,45.7%,75.0%,35.0%,34.4%,43.8%,76.2%,40.9%,71.4%,61.1%,-,21.4%,50.0%,72.7%,-79
2019 Rotterdam R16,L vs Dzumhur,22.6%,23.8%,47.7%,23.3%,30.9%,30.9%,44.7%,32.0%,69.2%,44.8%,50.0%,6.9%,10.3%,51.9%,-79
2019 Rotterdam R32,W vs Haase,19.4%,33.9%,68.0%,29.7%,21.1%,42.1%,73.3%,37.9%,50.0%,37.5%,100.0%,16.7%,20.8%,60.0%,-79
2019 Sofia R16,L vs Monfils,28.1%,31.6%,43.6%,29.8%,28.6%,34.3%,40.0%,31.4%,58.8%,38.9%,33.3%,30.0%,30.0%,50.0%,59
2019 Sofia R32,W vs Djere,24.2%,33.9%,61.7%,27.4%,23.3%,36.7%,60.9%,30.0%,42.9%,43.8%,66.7%,25.0%,31.3%,62.5%,-79
2017 Memphis SF,L vs Basilashvili,24.4%,27.9%,39.1%,26.9%,31.6%,36.8%,38.5%,35.3%,57.7%,51.6%,50.0%,10.7%,10.7%,40.0%,-79
2015 Basel R32,L vs Federer,18.9%,26.4%,37.5%,21.1%,20.7%,20.7%,21.7%,24.8%,38.5%,56.3%,50.0%,19.0%,38.1%,58.8%,53
2015 Monte Carlo R64,L vs Kohlschreiber,26.7%,33.3%,32.5%,29.2%,38.7%,48.4%,42.1%,43.5%,36.8%,66.7%,100.0%,16.0%,20.0%,23.8%,34
2015 Casablanca R16,L vs Gimeno Traver,13.7%,19.6%,40.0%,15.9%,14.7%,17.6%,44.8%,17.9%,52.4%,69.2%,50.0%,15.4%,30.8%,27.3%,11
Career (23 matches),,23.0%,31.3%,49.4%,28.3%,27.0%,36.8%,52.2%,35.6%,46.1%,49.5%,55.8%,17.1%,23.4%,45.1%,-23
