Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,272,123,149,45.2%,332-367,47.5%,3335-3506,48.8%,63-61,50.8%,254,74.3%,22.7%,4.4%,2.1%,59.8%,67.1%,51.4%,60.8%,37.2%,49.1%,0.95
Clay,99,36,63,36.4%,105-157,40.1%,1171-1325,46.9%,13-23,36.1%,90,71.0%,23.4%,2.6%,1.5%,63.6%,63.4%,50.8%,58.8%,37.4%,48.3%,0.91
Grass,41,15,26,36.6%,47-68,40.9%,537-584,47.9%,6-13,31.6%,38,77.9%,17.6%,4.3%,1.4%,64.5%,67.4%,51.3%,61.7%,34.2%,48.5%,0.89
Carpet,3,1,2,33.3%,4-6,40.0%,50-51,49.5%,0-1,0.0%,1,80.0%,0.0%,8.1%,1.6%,72.6%,77.8%,35.3%,66.1%,29.4%,46.9%,0.87
Grand Slams,73,28,45,38.4%,110-152,42.0%,1173-1336,46.8%,19-13,59.4%,72,71.3%,22.0%,4.1%,2.0%,61.9%,65.7%,49.0%,59.3%,36.9%,48.4%,0.91
Masters,62,25,37,40.3%,58-82,41.4%,642-714,47.3%,8-14,36.4%,62,73.7%,21.4%,3.4%,1.9%,62.1%,64.5%,52.9%,60.1%,35.8%,48.1%,0.90
Other Tours,233,94,139,40.3%,234-297,44.1%,2519-2703,48.2%,40-58,40.8%,230,74.8%,22.1%,4.0%,1.9%,60.3%,66.8%,51.6%,60.8%,36.8%,48.9%,0.94
Best of 5,102,46,56,45.1%,172-199,46.4%,1717-1841,48.3%,30-24,55.6%,81,72.0%,22.4%,4.2%,2.0%,62.1%,66.0%,49.3%,59.6%,37.2%,48.7%,0.92
Best of 3,313,129,184,41.2%,316-399,44.2%,3376-3625,48.2%,52-74,41.3%,302,74.7%,22.2%,3.9%,1.9%,60.9%,66.4%,52.1%,60.8%,36.7%,48.9%,0.94
Finals,4,1,3,25.0%,3-6,33.3%,43-51,45.7%,1-1,50.0%,4,73.3%,19.1%,6.2%,0.9%,57.3%,67.0%,50.0%,59.8%,35.1%,47.8%,0.87
Semi-finals,9,4,5,44.4%,9-11,45.0%,87-100,46.5%,0-2,0.0%,9,71.7%,22.6%,3.5%,1.6%,60.3%,64.8%,50.6%,59.2%,37.4%,48.4%,0.92
Quarter-finals,20,9,11,45.0%,22-27,44.9%,230-252,47.7%,7-3,70.0%,20,77.1%,17.4%,4.9%,1.6%,62.1%,68.7%,50.9%,61.9%,34.4%,48.5%,0.90
vs Righties,364,154,210,42.3%,430-523,45.1%,4490-4782,48.4%,72-86,45.6%,334,74.5%,22.3%,4.0%,1.9%,61.3%,66.5%,51.5%,60.7%,36.9%,48.9%,0.94
vs Lefties,50,20,30,40.0%,56-75,42.7%,590-675,46.6%,10-12,45.5%,49,70.1%,21.8%,3.8%,2.0%,60.8%,64.5%,49.6%,58.7%,36.6%,48.1%,0.88
vs Top 10,43,4,39,9.3%,24-95,20.2%,450-685,39.6%,7-11,38.9%,40,67.4%,13.0%,4.1%,1.8%,60.1%,62.7%,48.2%,56.9%,31.4%,44.6%,0.73
