Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,24,13,11,54.2%,28-20,58.3%,245-211,53.7%,3-4,42.9%,22,78.2%,28.9%,3.7%,0.9%,62.9%,68.4%,52.7%,62.6%,40.8%,51.4%,1.09,F (Glasgow)
2025,25,12,13,48.0%,27-25,51.9%,264-258,50.6%,6-3,66.7%,23,79.0%,21.6%,5.2%,1.6%,65.5%,69.0%,56.4%,64.6%,36.6%,50.4%,1.03,QF (2x)
2024,50,32,18,64.0%,71-46,60.7%,608-542,52.9%,13-10,56.5%,50,80.8%,24.2%,3.9%,1.4%,67.0%,69.2%,53.7%,64.1%,38.3%,51.2%,1.07,W (Manama)
2023,32,16,16,50.0%,38-36,51.4%,360-345,51.1%,6-6,50.0%,32,77.2%,24.6%,4.4%,2.0%,62.1%,68.3%,51.1%,61.8%,38.0%,50.0%,1.00,F (2x)
2022,31,17,14,54.8%,40-30,57.1%,348-321,52.0%,8-5,61.5%,31,78.1%,26.1%,4.3%,1.3%,63.4%,67.8%,53.0%,62.3%,38.1%,50.7%,1.01,F (Andria)
2021,5,0,5,0.0%,0-9,0.0%,32-58,35.6%,0-1,0.0%,5,59.6%,12.5%,3.3%,3.6%,59.8%,56.9%,45.6%,52.4%,32.0%,43.1%,0.67,R32 (5x)
2019,8,6,2,75.0%,13-4,76.5%,103-70,59.5%,1-3,25.0%,8,89.4%,31.4%,3.4%,1.2%,64.0%,68.1%,64.5%,66.8%,41.0%,53.6%,1.24,F (Phoenix)
2018,8,6,2,75.0%,12-3,80.0%,89-58,60.5%,1-2,33.3%,7,87.5%,34.7%,5.1%,2.3%,62.6%,74.2%,50.6%,65.4%,42.2%,53.9%,1.22,W (Irving)
2017,26,17,9,65.4%,38-22,63.3%,317-257,55.2%,4-6,40.0%,26,82.5%,28.7%,4.9%,1.8%,64.0%,69.4%,57.2%,65.0%,40.8%,52.5%,1.17,F (2x)
2016,10,10,0,100.0%,18-2,90.0%,118-64,64.8%,1-0,100.0%,10,83.0%,47.3%,1.1%,2.3%,66.4%,68.2%,56.6%,64.3%,48.5%,56.5%,1.36,W (2x)
2015,6,5,1,83.3%,11-3,78.6%,74-45,62.2%,0-0,-,6,85.2%,37.9%,4.7%,3.1%,55.1%,72.9%,57.3%,65.9%,44.8%,55.7%,1.31,W (Astana)
2014,11,8,3,72.7%,17-9,65.4%,138-107,56.3%,1-2,33.3%,11,81.0%,32.2%,5.4%,2.5%,56.6%,73.2%,52.1%,64.1%,42.7%,52.7%,1.19,F (Aptos)
2013,40,29,11,72.5%,63-28,69.2%,491-385,56.1%,7-3,70.0%,39,76.8%,34.9%,4.1%,2.7%,53.3%,69.8%,53.0%,62.0%,43.6%,52.6%,1.15,W (3x)
2012,1,0,1,0.0%,1-2,33.3%,15-15,50.0%,0-0,-,1,60.0%,40.0%,0.0%,1.0%,69.9%,56.9%,51.6%,55.3%,44.2%,49.8%,0.99,R32 (Prostejov)
2011,14,11,3,78.6%,22-9,71.0%,165-121,57.7%,1-2,33.3%,14,81.1%,35.2%,6.6%,2.8%,57.8%,71.2%,51.4%,62.9%,43.2%,53.1%,1.16,W (Astana)
2010,46,32,14,69.6%,69-35,66.3%,571-429,57.1%,5-11,31.3%,46,82.5%,32.7%,4.7%,2.7%,57.2%,73.1%,53.0%,64.5%,41.7%,53.0%,1.18,W (2x)
2009,25,16,9,64.0%,34-21,61.8%,282-246,53.4%,3-3,50.0%,0,,,,,,,,,,,,W (Penza)
2008,41,24,17,58.5%,51-38,57.3%,452-404,52.8%,7-8,46.7%,0,,,,,,,,,,,,W (Barletta)
2007,21,14,7,66.7%,30-19,61.2%,242-207,53.9%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2006,5,2,3,40.0%,5-7,41.7%,54-60,47.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
Career,429,270,159,62.9%,588-368,61.5%,4968-4203,54.2%,71-71,50.0%,331,79.9%,29.2%,4.4%,2.0%,61.4%,69.6%,53.5%,63.4%,40.4%,51.9%,1.10,
