Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,22,7,15,31.8%,7,4,3,57.1%,2009,2025,R16,21,0.84,4.1%,2.3%,62.5%,63.1%,45.9%,56.6%,36.4%,57.8%,38.2%
Roland Garros,15,Clay,26,11,15,42.3%,14,4,10,28.6%,2009,2025,R64,24,0.94,2.5%,1.2%,64.3%,63.0%,52.9%,59.4%,38.0%,57.3%,45.3%
Wimbledon,12,Grass,26,14,12,53.8%,12,7,5,58.3%,2011,2025,R16,25,0.98,4.5%,1.3%,67.8%,68.2%,51.8%,62.9%,36.3%,65.4%,38.5%
US Open,17,Hard,43,25,18,58.1%,18,12,6,66.7%,2009,2025,R32,37,1.01,4.6%,2.7%,57.3%,69.8%,49.7%,61.2%,39.2%,58.0%,50.5%
Olympics,2,,3,1,2,33.3%,2,2,0,100.0%,2012,2021,R32,1,0.32,1.3%,1.3%,53.9%,56.1%,54.3%,55.3%,14.3%,84.6%,0
Davis Cup,15,,47,28,19,59.6%,28,15,13,53.6%,2008,2022,,19,1.08,4.3%,1.5%,64.9%,68.1%,53.9%,63.1%,39.8%,56.1%,42.6%
Almaty,2,Hard,5,3,2,60.0%,3,1,2,33.3%,2024,2025,R32,5,1.10,7.5%,1.1%,64.5%,75.4%,56.1%,68.5%,34.6%,80.0%,48.0%
Cincinnati Masters,5,Hard,8,2,6,25.0%,2,0,2,0.0%,2011,2025,R32,7,1.01,4.0%,2.7%,61.9%,69.2%,55.9%,64.1%,36.4%,51.4%,22.9%
Miami Masters,13,Hard,29,16,13,55.2%,8,4,4,50.0%,2009,2025,R32,27,0.94,3.2%,2.1%,62.0%,64.2%,53.3%,60.0%,37.4%,65.3%,45.1%
Indian Wells Masters,10,Hard,20,9,11,45.0%,8,3,5,37.5%,2011,2025,R32,20,1.01,3.6%,1.6%,60.1%,66.7%,53.0%,61.2%,39.0%,58.0%,36.8%
Dubai,6,Hard,9,3,6,33.3%,3,2,1,66.7%,2013,2025,R16,9,0.84,2.8%,2.0%,58.3%,65.8%,51.3%,59.8%,34.0%,56.7%,47.5%
Doha,4,Hard,9,5,4,55.6%,2,1,1,50.0%,2010,2025,R16,8,1.03,5.4%,1.6%,62.9%,62.1%,50.9%,58.0%,43.4%,42.5%,46.2%
