Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Heraklion R32,L vs Kajuru,62% (8/13),88% (7/8),3/5,62% (8/13),0% (0/8),2/6,0/2,0/1,0/1,0/0
2019 W15 Antalya R16,L vs Schultheiss,67% (10/15),90% (9/10),4/7,67% (10/15),20% (2/10),2/8,1/1,0/1,0/0,0/1
2019 W15 Antalya R32,W vs Samavati,75% (6/8),100% (6/6),2/3,44% (4/9),25% (1/4),3/6,2/3,0/0,1/2,0/0
2019 W15 Antalya R16,L vs Park,63% (5/8),40% (2/5),2/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/1
2019 W15 Antalya R32,W vs Rittberger,54% (7/13),86% (6/7),3/6,77% (10/13),40% (4/10),2/5,1/2,0/0,0/1,0/0
2019 W15 Tabarka R32,W vs Mujan,100% (9/9),78% (7/9),4/5,50% (5/10),0% (0/5),4/6,1/1,0/0,1/1,0/0
2019 W15 Tabarka R16,L vs Lantigua De La Nuez,67% (8/12),63% (5/8),1/6,67% (8/12),25% (2/8),3/5,0/3,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Remy,100% (7/7),86% (6/7),2/2,38% (3/8),33% (1/3),4/6,2/2,0/0,1/1,0/0
2019 W15 Tabarka R16,L vs Helgo,60% (6/10),83% (5/6),4/7,78% (7/9),0% (0/7),0/4,0/0,0/0,0/0,0/0
2019 W15 Tabarka R32,L vs Njiric,54% (7/13),71% (5/7),2/7,69% (9/13),22% (2/9),1/5,1/1,2/2,0/0,1/1
2019 W15 Antalya R32,L vs Sato,55% (6/11),67% (4/6),1/6,55% (6/11),0% (0/6),2/4,0/0,0/0,0/0,0/0
2019 W15 Antalya R32,L vs Vanlangendonck,50% (7/14),86% (6/7),4/7,64% (9/14),22% (2/9),3/6,1/2,1/1,0/1,1/1
2017 Antalya $15K R32,L vs Kajevic,17% (1/6),0% (0/1),0/4,100% (6/6),0% (0/6),0/0,0/0,0/2,0/0,0/1
2017 Antalya $15K R16,L vs Mihaylova,50% (5/10),80% (4/5),1/6,78% (7/9),0% (0/7),2/4,0/3,0/1,0/0,0/0
2017 Antalya $15K SF,L vs Vishnevskaya,44% (4/9),100% (4/4),3/6,78% (7/9),0% (0/7),1/4,0/0,0/1,0/0,0/1
2017 Antalya $15K QF,W vs Horackova,60% (6/10),100% (6/6),2/4,50% (5/10),20% (1/5),3/6,1/1,2/2,0/0,0/0
2017 Antalya $15K R32,W vs Viviani,75% (6/8),100% (6/6),2/2,75% (6/8),67% (4/6),3/5,1/1,0/0,1/1,0/0
2017 Sozopol $15K SF,L vs Tholey,25% (2/8),100% (2/2),0/4,75% (6/8),0% (0/6),0/2,0/0,1/3,0/0,0/1
2017 Sozopol $15K QF,W vs Kitagawa,75% (6/8),83% (5/6),0/1,38% (3/8),67% (2/3),5/5,2/3,0/0,1/2,0/0
2017 Sozopol $15K R16,W vs Vikhryanova,86% (6/7),83% (5/6),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2019 (12 matches),,64.7%,79.1%,48.5%,63.0%,16.5%,42.9%,52.9%,50.0%,42.9%,50.0%
2017 (41 matches),,57.2%,86.2%,45.4%,56.8%,18.9%,60.6%,69.4%,35.1%,70.6%,25.0%
2016 (29 matches),,60.3%,84.4%,42.9%,56.5%,19.1%,62.7%,41.9%,41.7%,40.0%,27.3%
2015 (25 matches),,60.3%,78.5%,41.3%,51.4%,18.1%,57.1%,61.1%,31.3%,62.5%,50.0%
2014 (18 matches),,54.7%,82.9%,38.1%,48.4%,22.2%,58.3%,64.3%,58.8%,75.0%,66.7%
Career (148 matches),,58.1%,82.9%,41.5%,54.5%,18.2%,58.0%,56.6%,39.7%,55.6%,37.3%
