Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Heraklion R32,L vs Kajuru,0.94,0.90,61.6,23.8,-,47.5%,-,47.2%,58.7%,42.2%
2019 W15 Antalya R16,L vs Schultheiss,0.87,0.89,81.5,3.4,0.0%,46.4%,0.0%,46.0%,50.9%,59.6%
2019 W15 Antalya R32,W vs Samavati,1.35,2.15,37.4,2.1,0.0%,64.7%,0.0%,46.9%,72.7%,66.7%
2019 W15 Antalya R16,L vs Park,0.96,0.65,44.6,2.1,0.0%,40.0%,0.0%,33.3%,40.6%,43.8%
2019 W15 Antalya R32,W vs Rittberger,1.14,1.13,77.8,4.4,2.0%,42.9%,0.0%,61.4%,33.9%,62.5%
2019 W15 Tabarka R32,W vs Mujan,0.93,1.09,60.6,2.5,0.0%,48.0%,0.0%,52.2%,59.5%,57.5%
2019 W15 Tabarka R16,L vs Lantigua De La Nuez,0.97,0.85,60.5,3.9,0.0%,44.6%,1.9%,50.9%,46.3%,45.0%
2019 W15 Tabarka R32,W vs Remy,1.13,2.04,30.9,2.0,0.0%,59.1%,0.0%,72.2%,62.5%,63.6%
2019 W15 Tabarka R16,L vs Helgo,1.02,0.74,65.6,3.1,3.4%,41.4%,3.8%,26.9%,46.2%,48.6%
2019 W15 Tabarka R32,L vs Njiric,0.93,0.81,58.6,6.7,0.0%,45.7%,0.0%,51.2%,41.2%,50.0%
2019 W15 Antalya R32,L vs Sato,0.88,0.75,55.0,3.6,3.1%,46.9%,0.0%,48.3%,52.6%,35.5%
2019 W15 Antalya R32,L vs Vanlangendonck,1.05,0.90,93.5,9.0,0.0%,58.0%,0.0%,39.6%,37.8%,50.0%
2017 Antalya $15K R32,L vs Kajevic,1.03,0.48,35.9,2.1,0.0%,23.8%,0.0%,40.0%,42.1%,21.1%
2017 Antalya $15K R16,L vs Mihaylova,0.90,0.73,41.6,3.9,0.0%,29.0%,0.0%,53.6%,43.3%,53.8%
2017 Antalya $15K SF,L vs Vishnevskaya,1.08,0.69,50.8,2.4,0.0%,34.6%,0.0%,26.1%,39.3%,50.0%
2017 Antalya $15K QF,W vs Horackova,1.10,1.25,66.8,2.0,0.0%,52.5%,0.0%,59.0%,45.9%,54.3%
2017 Antalya $15K R32,W vs Viviani,1.13,1.74,47.9,2.3,2.9%,47.1%,3.1%,68.8%,60.0%,70.0%
2017 Sozopol $15K SF,L vs Tholey,0.89,0.53,37.7,2.6,0.0%,21.7%,0.0%,50.0%,45.8%,31.8%
2017 Sozopol $15K QF,W vs Kitagawa,1.15,1.68,34.6,2.0,0.0%,67.7%,0.0%,56.7%,56.3%,53.3%
2017 Sozopol $15K R16,W vs Vikhryanova,0.84,3.33,38.2,2.0,5.6%,77.8%,0.0%,93.8%,65.2%,50.0%
2019 (12 matches),,1.00,0.97,64.4,3.4,0.6%,48.5%,0.5%,48.0%,48.5%,51.8%
2017 (41 matches),,1.01,1.04,52.4,2.4,0.5%,50.0%,0.2%,53.2%,49.0%,50.3%
2016 (29 matches),,1.06,1.09,53.7,2.5,0.5%,49.6%,0.9%,54.2%,48.0%,51.8%
2015 (25 matches),,1.04,1.09,56.8,2.6,0.5%,51.6%,0.8%,55.7%,47.7%,49.9%
2014 (18 matches),,1.01,1.08,54.6,2.6,0.8%,53.7%,1.0%,58.0%,45.9%,49.1%
Career (148 matches),,1.03,1.05,55.3,2.6,0.7%,50.9%,0.6%,53.8%,47.9%,50.1%
