Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2004 US Open SF,L vs Dementieva,80.7%,48.9%,4.4%,5/0,2.34,0.0%,85.4%,48.6%,2.4%,2.23,0.0%,91.7%,50.0%,12.5%,2.79,0.0%
2004 US Open QF,W vs Williams,56.6%,53.2%,4.8%,1/3,2.75,1.8%,66.7%,56.7%,2.2%,2.63,2.3%,73.9%,47.1%,13.0%,3.19,0.0%
2004 Roland Garros SF,L vs Myskina,69.6%,41.0%,5.4%,1/2,2.70,2.2%,76.9%,30.0%,0.0%,2.69,3.0%,73.1%,52.6%,11.5%,2.71,0.0%
2003 US Open SF,L vs Henin,83.3%,52.4%,4.8%,4/2,2.66,30.5%,79.7%,51.1%,3.4%,2.55,36.6%,90.6%,53.4%,6.3%,2.89,17.6%
2003 Miami F,L vs Williams,66.7%,57.8%,10.4%,7/3,3.09,0.0%,59.0%,44.4%,11.5%,3.04,0.0%,87.5%,75.0%,9.4%,3.20,0.0%
2002 Roland Garros SF,L vs Williams,72.0%,56.9%,4.0%,2/2,3.01,2.5%,64.6%,48.4%,6.3%,2.88,3.6%,87.2%,63.4%,2.1%,3.29,0.0%
2002 Roland Garros QF,W vs Dokic,69.9%,52.3%,4.3%,1/3,2.49,0.0%,78.2%,51.2%,0.0%,2.35,0.0%,91.7%,54.5%,16.7%,2.72,0.0%
2002 Miami F,L vs Williams,64.8%,61.0%,7.7%,5/2,2.79,1.5%,56.3%,63.0%,4.2%,2.74,2.2%,88.9%,59.4%,13.9%,2.92,0.0%
2002 Miami SF,W vs Seles,61.9%,56.7%,7.2%,1/6,2.30,4.1%,71.2%,50.0%,3.4%,2.13,5.8%,85.7%,72.2%,23.8%,2.73,0.0%
2002 Australian Open F,W vs Hingis,80.8%,56.0%,5.8%,5/1,-,1.1%,87.8%,50.8%,2.7%,-,1.8%,79.2%,73.7%,16.7%,-,0.0%
2002 Australian Open SF,W vs Clijsters,85.0%,54.4%,1.3%,0/1,2.49,9.1%,86.8%,54.3%,0.0%,2.32,10.9%,91.7%,54.5%,4.2%,2.74,6.5%
2001 US Open SF,L vs Williams,70.4%,48.0%,2.8%,1/1,2.31,0.0%,68.9%,41.9%,4.4%,2.52,0.0%,86.4%,57.9%,0.0%,1.91,0.0%
2001 Wimbledon SF,L vs Henin,74.1%,47.6%,5.9%,3/2,2.62,37.3%,68.3%,35.7%,9.8%,2.58,47.4%,87.5%,57.1%,2.5%,2.76,7.7%
2001 Roland Garros F,W vs Clijsters,74.4%,48.4%,2.4%,2/1,2.03,2.1%,76.8%,44.4%,2.4%,2.03,3.4%,83.3%,56.7%,2.8%,2.05,0.0%
2001 Roland Garros SF,W vs Hingis,84.1%,56.6%,3.2%,1/1,2.77,0.0%,91.5%,51.2%,2.1%,2.76,0.0%,76.9%,80.0%,7.7%,2.77,0.0%
2001 Charleston F,W vs Hingis,88.2%,59.8%,3.2%,1/2,2.52,2.6%,88.4%,59.0%,2.9%,2.54,2.3%,100.0%,61.9%,4.8%,2.49,3.0%
2001 Miami F,L vs Williams,46.7%,53.5%,9.8%,4/5,2.18,0.0%,76.2%,53.1%,11.9%,2.24,0.0%,100.0%,54.5%,36.4%,1.95,0.0%
2001 Australian Open F,W vs Hingis,86.4%,50.9%,1.5%,0/1,2.28,0.0%,89.4%,50.0%,0.0%,2.38,0.0%,88.2%,53.3%,5.9%,2.06,0.0%
2001 Australian Open SF,W vs Davenport,70.3%,55.6%,4.7%,1/2,2.55,0.0%,70.3%,46.2%,5.4%,2.63,0.0%,82.6%,68.4%,4.3%,2.40,0.0%
2000 Miami SF,W vs Dementieva,73.9%,67.6%,4.3%,2/0,2.57,0.0%,88.9%,70.8%,3.7%,2.66,0.0%,71.4%,60.0%,7.1%,2.40,0.0%
Career (30 matches),,73.8%,52.3%,4.9%,63.3%,2.49,10.2%,77.5%,48.6%,3.3%,2.46,12.7%,85.8%,59.0%,9.3%,2.55,5.1%
