Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2004 US Open SF,L vs Dementieva,11.0%,16.5%,43.8%,12.3%,19.2%,48.4%,42.9%,34.2%,33.3%,5.9%,5.9%,25.0%,16.7%,18.2%,0.0%,-55
2004 US Open QF,W vs Williams,15.7%,16.9%,48.2%,20.0%,21.8%,50.0%,67.9%,11.1%,0.0%,20.0%,20.0%,41.7%,60.0%,0.0%,0.0%,73
2004 Roland Garros SF,L vs Myskina,15.8%,17.5%,37.0%,17.5%,20.0%,45.5%,57.9%,28.6%,40.0%,13.3%,13.3%,15.4%,14.3%,50.0%,0.0%,-28
2003 US Open SF,L vs Henin,15.6%,21.9%,46.2%,18.2%,23.9%,48.6%,62.8%,26.7%,28.6%,10.5%,18.4%,41.2%,12.5%,4.5%,0.0%,-43
2003 Miami F,L vs Williams,23.0%,24.1%,40.3%,25.0%,26.7%,42.2%,42.9%,6.3%,11.1%,22.7%,22.7%,35.3%,50.0%,16.7%,0.0%,94
2002 Roland Garros SF,L vs Williams,15.5%,20.9%,42.7%,19.7%,25.4%,43.9%,33.3%,23.7%,33.3%,10.7%,17.9%,40.0%,25.0%,25.0%,0.0%,-25
2002 Roland Garros QF,W vs Dokic,32.1%,32.1%,34.7%,40.4%,40.4%,45.2%,53.8%,23.1%,37.5%,25.0%,25.0%,16.7%,57.1%,29.4%,50.0%,111
2002 Miami F,L vs Williams,12.2%,13.3%,38.5%,16.7%,18.5%,35.6%,33.3%,30.0%,14.3%,9.1%,9.1%,45.0%,54.5%,36.4%,0.0%,-30
2002 Miami SF,W vs Seles,21.7%,27.0%,47.9%,29.7%,36.5%,50.0%,61.3%,20.9%,33.3%,12.5%,16.7%,42.9%,30.0%,21.4%,33.3%,-7
2002 Australian Open F,W vs Hingis,10.4%,17.0%,50.0%,13.6%,21.2%,50.9%,33.3%,25.6%,22.2%,5.7%,11.4%,48.5%,47.1%,16.7%,0.0%,-61
2002 Australian Open SF,W vs Clijsters,17.0%,24.0%,51.9%,23.3%,31.7%,52.2%,53.3%,13.3%,0.0%,8.8%,14.7%,51.6%,66.7%,10.5%,0.0%,-32
2001 US Open SF,L vs Williams,20.8%,20.8%,40.7%,22.0%,22.0%,46.2%,53.8%,12.5%,18.2%,20.0%,20.0%,30.0%,33.3%,15.4%,0.0%,-14
2001 Wimbledon SF,L vs Henin,22.2%,29.2%,52.9%,25.5%,35.3%,52.6%,59.3%,20.8%,33.3%,18.8%,18.8%,53.8%,50.0%,16.7%,0.0%,46
2001 Roland Garros F,W vs Clijsters,20.5%,26.5%,48.5%,28.0%,35.4%,44.1%,48.6%,22.2%,0.0%,9.5%,14.3%,55.3%,80.0%,22.7%,0.0%,-27
2001 Roland Garros SF,W vs Hingis,11.3%,16.9%,57.1%,16.7%,19.4%,53.3%,53.3%,14.3%,25.0%,7.1%,17.9%,61.5%,60.0%,7.7%,0.0%,-53
2001 Charleston F,W vs Hingis,15.1%,22.6%,40.3%,20.0%,23.6%,36.4%,60.0%,13.3%,16.7%,8.3%,22.2%,45.5%,66.7%,11.1%,0.0%,-40
2001 Miami F,L vs Williams,11.4%,15.0%,37.0%,17.1%,23.7%,41.3%,61.1%,20.0%,17.6%,14.3%,14.3%,22.2%,66.7%,16.7%,-,-7
2001 Australian Open F,W vs Hingis,22.0%,28.0%,63.9%,27.3%,36.4%,54.2%,64.3%,31.6%,-,14.3%,14.3%,83.3%,100.0%,50.0%,-,17
2001 Australian Open SF,W vs Davenport,30.3%,34.2%,50.0%,29.8%,34.0%,51.5%,33.3%,10.3%,20.0%,34.6%,38.5%,47.1%,47.1%,0.0%,0.0%,21
2000 Miami SF,W vs Dementieva,20.0%,30.9%,55.3%,27.8%,44.4%,57.7%,60.0%,28.6%,40.0%,7.7%,7.7%,50.0%,25.0%,20.0%,-,-55
Career (30 matches),,18.3%,23.3%,45.2%,21.9%,27.8%,47.1%,50.5%,21.9%,21.6%,15.6%,20.1%,41.4%,44.6%,26.8%,22.4%,36
