Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,41,29,12,70.7%,61-32,65.6%,473-373,55.9%,3-5,37.5%,16,-,-,3.7%,4.1%,66.0%,66.1%,50.5%,60.8%,47.3%,53.7%,1.21,F (Rome)
2003,60,42,18,70.0%,96-43,69.1%,749-548,57.7%,6-6,50.0%,15,-,-,4.6%,6.4%,59.2%,68.1%,50.7%,61.0%,51.4%,56.0%,1.32,W (New Haven)
2002,65,48,17,73.8%,104-46,69.3%,796-560,58.7%,4-6,40.0%,0,,,,,,,,,,,,W (Australian Open)
2001,70,56,14,80.0%,122-45,73.1%,897-630,58.7%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2000,55,36,19,65.5%,74-50,59.7%,630-547,53.5%,10-3,76.9%,0,,,,,,,,,,,,W (Luxembourg)
1999,39,26,13,66.7%,51-34,60.0%,421-360,53.9%,2-3,40.0%,0,,,,,,,,,,,,W (2x)
1998,20,8,12,40.0%,21-25,45.7%,200-211,48.7%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
1997,22,10,12,45.5%,22-23,48.9%,189-202,48.3%,2-2,50.0%,0,,,,,,,,,,,,F (Sydney)
1996,27,16,11,59.3%,27-22,55.1%,229-205,52.8%,5-1,83.3%,0,,,,,,,,,,,,F (Chicago)
1994,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,0,,,,,,,,,,,,R32 (Philadelphia)
1993,40,29,11,72.5%,64-29,68.8%,495-327,60.2%,3-6,33.3%,0,,,,,,,,,,,,W (Sydney)
1992,46,35,11,76.1%,71-31,69.6%,527-382,58.0%,6-2,75.0%,0,,,,,,,,,,,,W (2x)
1991,54,42,12,77.8%,84-29,74.3%,609-384,61.3%,6-3,66.7%,0,,,,,,,,,,,,W (2x)
1990,53,42,11,79.2%,80-24,76.9%,564-361,61.0%,10-4,71.4%,0,,,,,,,,,,,,W (Dorado)
1989,1,1,0,100.0%,2-0,100.0%,12-0,100.0%,0-0,-,0,,,,,,,,,,,,
Career,594,420,174,70.7%,880-435,66.9%,6802-5105,57.1%,63-46,57.8%,31,-,-,4.1%,5.1%,62.9%,66.9%,50.6%,60.9%,49.2%,54.8%,1.26,
