Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2004 US Open SF,L vs Dementieva,0.0%,-,9.8%,75.0%,4.1%,6.6%,0.0%,3.7%,13.3%,0.8%,40.0%,-123,-124
2004 US Open QF,W vs Williams,0.0%,-,2.9%,60.0%,3.7%,13.8%,33.3%,0.0%,0.0%,0.0%,-,-142,-127
2004 Roland Garros SF,L vs Myskina,0.0%,-,7.1%,75.0%,4.6%,10.3%,0.0%,0.0%,0.0%,2.7%,14.3%,-49,-56
2003 US Open SF,L vs Henin,0.8%,100.0%,12.2%,61.3%,5.5%,7.9%,0.0%,6.9%,20.0%,0.8%,20.0%,-81,-81
2003 Miami F,L vs Williams,0.0%,-,6.0%,81.8%,8.2%,13.2%,0.0%,5.7%,18.8%,0.6%,0.0%,-103,-74
2002 Roland Garros SF,L vs Williams,0.0%,-,7.1%,86.7%,8.9%,21.3%,20.0%,2.1%,15.4%,0.7%,0.0%,-102,-78
2002 Roland Garros QF,W vs Dokic,0.0%,-,4.0%,42.9%,6.2%,8.7%,0.0%,7.1%,13.3%,0.4%,0.0%,-48,-15
2002 Miami F,L vs Williams,0.0%,-,4.4%,62.5%,7.9%,13.2%,0.0%,7.9%,33.3%,0.6%,0.0%,-84,-93
2002 Miami SF,W vs Seles,0.0%,-,3.8%,62.5%,9.0%,29.2%,7.1%,6.3%,10.0%,0.3%,100.0%,-119,-76
2002 Australian Open F,W vs Hingis,0.0%,-,4.8%,80.0%,9.9%,11.7%,0.0%,3.7%,11.6%,0.9%,0.0%,-55,-51
2002 Australian Open SF,W vs Clijsters,0.0%,-,7.8%,71.4%,6.7%,13.7%,0.0%,4.7%,23.5%,0.2%,0.0%,-75,-57
2001 US Open SF,L vs Williams,0.0%,-,2.7%,50.0%,5.3%,4.8%,0.0%,1.6%,0.0%,0.3%,0.0%,-74,-61
2001 Wimbledon SF,L vs Henin,1.4%,0.0%,9.6%,60.0%,12.6%,28.0%,0.0%,11.3%,20.0%,0.8%,0.0%,-16,-3
2001 Roland Garros F,W vs Clijsters,0.0%,-,7.4%,63.2%,6.0%,7.3%,11.1%,3.9%,33.3%,1.1%,16.7%,-48,-28
2001 Roland Garros SF,W vs Hingis,0.0%,-,10.4%,78.6%,13.6%,16.0%,100.0%,7.1%,20.0%,0.6%,0.0%,-24,-18
2001 Charleston F,W vs Hingis,1.1%,0.0%,14.5%,85.2%,9.7%,20.8%,0.0%,4.3%,6.7%,0.6%,0.0%,-44,-46
2001 Miami F,L vs Williams,0.0%,-,4.3%,40.0%,6.3%,10.7%,100.0%,9.2%,12.0%,1.5%,40.0%,-73,-87
2001 Australian Open F,W vs Hingis,4.2%,100.0%,11.2%,84.6%,12.0%,40.0%,0.0%,8.2%,21.7%,1.4%,50.0%,-86,-56
2001 Australian Open SF,W vs Davenport,0.0%,-,2.9%,100.0%,14.3%,35.0%,0.0%,6.5%,25.0%,0.5%,0.0%,-47,0
2000 Miami SF,W vs Dementieva,0.0%,-,13.9%,64.3%,9.5%,14.3%,0.0%,7.3%,25.0%,0.5%,0.0%,-7,15
Career (30 matches),,0.2%,66.7%,8.1%,67.6%,7.4%,13.3%,8.6%,5.5%,15.8%,0.6%,19.4%,-69,-59
