Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,34,28,6,82.4%,9,3,6,33.3%,1992,2003,W,0,,,,,,,,,,
Roland Garros,11,Clay,49,39,10,79.6%,3,1,2,33.3%,1990,2004,W,9,1.23,3.4%,6.0%,57.4%,65.8%,49.8%,59.0%,50.4%,56.3%,51.6%
Wimbledon,11,Grass,49,38,11,77.6%,7,3,4,42.9%,1990,2004,SF,10,1.31,5.4%,5.6%,62.9%,71.0%,55.1%,65.1%,45.7%,60.5%,41.0%
US Open,13,Hard,48,35,13,72.9%,7,2,5,28.6%,1990,2004,SF,12,1.25,3.8%,4.2%,66.9%,65.1%,48.0%,59.4%,50.7%,47.1%,47.9%
Olympics,1,,6,6,0,100.0%,1,1,0,100.0%,1992,1992,W,0,,,,,,,,,,
Wightman Cup,1,Carpet,1,1,0,100.0%,0,0,0,-,1989,1989,W,0,,,,,,,,,,
Fed Cup,5,,14,10,4,71.4%,4,4,0,100.0%,2002,2000,,0,,,,,,,,,,
Rome,11,Clay,28,17,11,60.7%,9,4,5,44.4%,1990,2004,F,0,,,,,,,,,,
Berlin,9,Clay,32,23,9,71.9%,3,2,1,66.7%,1991,2004,F,0,,,,,,,,,,
Key Biscayne,8,Hard,22,14,8,63.6%,3,2,1,66.7%,1990,1999,SF,0,,,,,,,,,,
Philadelphia,8,Hard,16,8,8,50.0%,2,1,1,50.0%,1991,2004,F,0,,,,,,,,,,
San Diego,7,Hard,20,15,5,75.0%,3,3,0,100.0%,1991,2003,W,0,,,,,,,,,,
Sydney,7,Hard,18,12,6,66.7%,3,1,2,33.3%,1993,2003,W,0,,,,,,,,,,
