Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,24,12,12,50.0%,3,2,1,66.7%,1980,1993,R16,0,,,,,,,,,,
Roland Garros,13,Clay,26,13,13,50.0%,6,2,4,33.3%,1978,1993,R16,0,,,,,,,,,,
Wimbledon,15,Grass,40,25,15,62.5%,6,4,2,66.7%,1980,1995,QF,0,,,,,,,,,,
US Open,15,Hard,29,14,15,48.3%,6,2,4,33.3%,1979,1993,R16,0,,,,,,,,,,
Fed Cup,1,,2,0,2,0.0%,0,0,0,-,1993,1993,,0,,,,,,,,,,
Eastbourne,15,Grass,40,25,15,62.5%,8,4,4,50.0%,1980,1995,SF,0,,,,,,,,,,
Chicago,14,Carpet,24,10,14,41.7%,5,3,2,60.0%,1981,1995,QF,0,,,,,,,,,,
Birmingham,12,Grass,35,23,12,65.7%,5,3,2,60.0%,1982,1995,F,0,,,,,,,,,,
San Diego,11,Hard,22,11,11,50.0%,3,2,1,66.7%,1980,1995,SF,0,,,,,,,,,,
Oakland,11,Carpet,15,4,11,26.7%,6,4,2,66.7%,1980,1995,QF,0,,,,,,,,,,
Sydney,10,Hard,26,16,10,61.5%,7,6,1,85.7%,1979,1993,F,0,,,,,,,,,,
Key Biscayne,10,Hard,19,9,10,47.4%,6,3,3,50.0%,1985,1995,R16,0,,,,,,,,,,
