Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,218,108,110,49.5%,227-245,48.1%,2068-2109,49.5%,21-21,50.0%,0,,,,,,,,,,,
Clay,96,43,53,44.8%,98-115,46.0%,927-990,48.4%,6-13,31.6%,0,,,,,,,,,,,
Grass,215,137,78,63.7%,274-174,61.2%,2215-1806,55.1%,24-13,64.9%,0,,,,,,,,,,,
Carpet,124,52,72,41.9%,106-152,41.1%,1053-1257,45.6%,14-10,58.3%,0,,,,,,,,,,,
Grand Slams,113,59,54,52.2%,125-124,50.2%,1143-1139,50.1%,10-11,47.6%,0,,,,,,,,,,,
Premiers,2,1,1,50.0%,0-2,0.0%,5-12,29.4%,2-0,100.0%,0,,,,,,,,,,,
Finals,6,2,4,33.3%,4-7,36.4%,44-58,43.1%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,23,6,17,26.1%,19-34,35.8%,215-270,44.3%,1-3,25.0%,0,,,,,,,,,,,
Quarter-finals,56,22,34,39.3%,50-76,39.7%,525-617,46.0%,2-3,40.0%,0,,,,,,,,,,,
vs Righties,340,148,192,43.5%,312-401,43.8%,3020-3325,47.6%,36-38,48.6%,0,,,,,,,,,,,
vs Lefties,45,16,29,35.6%,36-62,36.7%,385-480,44.5%,4-1,80.0%,0,,,,,,,,,,,
vs Top 10,61,7,54,11.5%,22-104,17.5%,412-720,36.4%,4-6,40.0%,0,,,,,,,,,,,
