Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,11,6,5,54.5%,14-11,56.0%,127-117,52.0%,3-1,75.0%,0,,,,,,,,,,,,QF (2x)
2014,13,10,3,76.9%,21-9,70.0%,155-112,58.1%,0-1,0.0%,0,,,,,,,,,,,,W (Captiva Island FL 50K)
2012,34,22,12,64.7%,47-27,63.5%,383-295,56.5%,4-4,50.0%,0,,,,,,,,,,,,F (2x)
2011,27,20,7,74.1%,44-20,68.8%,345-260,57.0%,3-3,50.0%,0,,,,,,,,,,,,W (Torun 50K)
2010,28,24,4,85.7%,49-14,77.8%,339-199,63.0%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
2009,18,10,8,55.6%,23-16,59.0%,189-151,55.6%,0-2,0.0%,0,,,,,,,,,,,,SF (Kansas City MO 50K)
2008,14,11,3,78.6%,21-11,65.6%,163-121,57.4%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2007,37,28,9,75.7%,56-26,68.3%,425-305,58.2%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2006,64,46,18,71.9%,97-45,68.3%,733-526,58.2%,8-6,57.1%,0,,,,,,,,,,,,W (2x)
2005,31,22,9,71.0%,47-25,65.3%,379-266,58.8%,3-3,50.0%,0,,,,,,,,,,,,W (2x)
2004,27,13,14,48.1%,29-33,46.8%,279-291,48.9%,1-4,20.0%,0,,,,,,,,,,,,SF (Palm Beach Gardens 50K)
2003,28,18,10,64.3%,38-22,63.3%,295-244,54.7%,3-0,100.0%,0,,,,,,,,,,,,W (Greenville SC 25K)
2002,40,30,10,75.0%,61-33,64.9%,466-336,58.1%,3-1,75.0%,0,,,,,,,,,,,,W (3x)
2001,24,17,7,70.8%,35-18,66.0%,267-177,60.1%,0-2,0.0%,0,,,,,,,,,,,,W (Cavtat 10K)
2000,19,14,5,73.7%,28-10,73.7%,200-133,60.1%,1-0,100.0%,0,,,,,,,,,,,,W (Bucharest 10K)
1999,3,2,1,66.7%,4-0,100.0%,24-7,77.4%,1-2,33.3%,0,,,,,,,,,,,,QF (Bucharest 10K)
Career,418,293,125,70.1%,614-320,65.7%,4769-3540,57.4%,36-33,52.2%,0,,,,,,,,,,,,
