Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,53,16,37,30.2%,41-80,33.9%,465-618,42.9%,2-3,40.0%,39,-,-,1.4%,4.7%,64.4%,56.4%,44.8%,52.2%,41.6%,47.0%,0.87
Clay,73,35,38,47.9%,76-83,47.8%,709-738,49.0%,8-2,80.0%,47,46.7%,33.3%,0.9%,3.3%,67.9%,57.2%,45.1%,53.3%,43.7%,48.6%,0.94
Grass,10,2,8,20.0%,6-17,26.1%,90-127,41.5%,0-0,-,9,-,-,2.2%,4.1%,62.2%,61.8%,39.7%,53.5%,40.3%,47.1%,0.87
Grand Slams,31,7,24,22.6%,18-51,26.1%,232-370,38.5%,1-0,100.0%,27,-,-,1.9%,4.5%,63.1%,56.6%,43.4%,51.7%,38.7%,45.5%,0.80
Premiers,14,5,9,35.7%,13-19,40.6%,130-164,44.2%,3-0,100.0%,13,46.7%,33.3%,1.1%,3.0%,68.1%,56.4%,44.9%,52.7%,41.7%,47.2%,0.88
Internationals,76,36,40,47.4%,79-89,47.0%,757-776,49.4%,3-4,42.9%,49,-,-,0.9%,3.7%,67.6%,58.0%,44.6%,53.7%,45.0%,49.4%,0.97
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
Semi-finals,6,1,5,16.7%,3-10,23.1%,43-69,38.4%,0-0,-,3,-,-,1.0%,3.0%,69.8%,56.7%,49.2%,54.5%,37.3%,45.7%,0.82
Quarter-finals,11,6,5,54.5%,13-12,52.0%,125-120,51.0%,2-3,40.0%,9,-,-,1.5%,4.0%,68.8%,58.6%,39.5%,52.6%,48.4%,50.6%,1.02
vs Righties,126,48,78,38.1%,113-167,40.4%,1167-1376,45.9%,10-5,66.7%,86,46.7%,33.3%,1.2%,4.0%,66.0%,57.2%,44.5%,52.9%,42.2%,47.6%,0.89
vs Lefties,9,4,5,44.4%,8-13,38.1%,85-101,45.7%,0-0,-,8,-,-,1.8%,3.7%,64.4%,59.3%,43.5%,53.7%,44.0%,48.8%,0.95
vs Top 10,11,0,11,0.0%,2-22,8.3%,50-137,26.7%,0-0,-,9,-,-,1.4%,4.6%,65.4%,52.0%,39.9%,47.8%,33.8%,40.7%,0.65
