Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2015 US Open Q1,L vs Hibi,0.78,0.76,49.5,4.5,5.7%,62.9%,0.0%,51.6%,45.7%,37.0%
2015 Wimbledon R128,L vs Radwanska,0.96,0.49,40.7,2.3,0.0%,53.3%,3.4%,37.9%,31.8%,22.2%
2013 Australian Open R128,L vs Williams,1.08,0.33,29.9,2.1,-,40.0%,-,16.7%,11.8%,33.3%
2012 Florence SC 25K QF,W vs Omae,1.03,1.61,44.1,2.7,-,53.8%,-,69.6%,65.4%,56.0%
2012 Troy AL 25K SF,L vs Dubois,0.94,0.79,64.9,2.7,-,56.8%,-,54.1%,35.9%,38.5%
2012 US Open R64,L vs Stosur,0.89,0.53,33.7,2.0,-,56.0%,-,34.8%,32.3%,32.1%
2012 US Open R128,W vs Voegele,1.12,1.29,54.3,3.0,-,55.9%,-,53.1%,55.6%,48.5%
2012 Washington R16,L vs Cepelova,0.88,0.74,59.4,2.2,0.0%,65.6%,0.0%,45.2%,48.5%,24.1%
2012 Washington R32,W vs Zahlavova Strycova,1.02,1.21,66.6,2.5,4.3%,66.0%,0.0%,56.8%,47.9%,43.2%
2012 Palermo R32,L vs Errani,0.79,0.54,34.3,2.0,-,47.6%,-,25.0%,48.6%,38.2%
2012 Wimbledon R128,L vs Soler Espinosa,0.98,0.96,98.6,1000.0,-,62.5%,-,50.0%,51.6%,33.9%
2012 Bad Gastein R32,L vs Cornet,0.98,0.81,58.5,2.4,-,48.1%,-,55.1%,45.5%,34.5%
2012 Roland Garros R128,L vs Falconi,1.01,0.70,47.1,6.3,-,45.5%,-,45.2%,40.7%,34.6%
2012 Dothan AL 50K QF,W vs Doi,1.01,1.66,47.2,2.0,-,72.4%,-,64.3%,61.3%,41.4%
2012 Dothan AL 50K R16,W vs Fichman,1.09,1.55,40.8,2.0,-,56.7%,-,65.5%,60.6%,50.0%
2012 Dothan AL 50K R32,W vs Sanchez,0.83,2.07,39.0,2.0,-,78.9%,-,66.7%,69.2%,62.5%
2012 Osprey FL 50K R16,W vs Voegele,1.25,1.45,41.6,2.0,-,59.0%,-,59.0%,50.0%,45.2%
2012 Indian Wells Q1,W vs Pliskova,1.15,1.51,49.8,2.0,-,62.5%,-,72.4%,33.3%,53.6%
2012 Bogota SF,L vs Arruabarrena,0.91,0.70,52.4,2.2,-,46.9%,-,64.3%,41.9%,26.7%
2012 Bogota QF,W vs Duque Marino,1.10,1.15,63.6,3.4,-,48.2%,-,56.4%,45.6%,54.9%
2015 (2 matches),,0.87,0.67,46.1,3.1,3.1%,58.5%,1.7%,45.0%,41.2%,32.8%
2013 (1 matches),,1.08,0.33,29.9,2.1,-,40.0%,-,16.7%,11.8%,33.3%
2012 (17 matches),,1.00,1.04,56.7,2.5,2.5%,57.2%,0.0%,55.1%,48.7%,42.0%
2011 (2 matches),,1.10,1.28,32.9,2.0,-,51.1%,-,68.3%,56.1%,38.5%
Career (22 matches),,1.00,0.99,53.7,2.5,2.8%,56.5%,0.7%,54.0%,47.6%,40.8%
