Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,85,66,19,77.6%,138-48,74.2%,1020-646,61.2%,0-0,-,0,,,,,,,,,,,
Clay,352,276,76,78.4%,577-198,74.5%,4220-2589,62.0%,1-1,50.0%,0,,,,,,,,,,,
Grass,321,223,98,69.5%,483-230,67.7%,3758-2666,58.5%,2-1,66.7%,0,,,,,,,,,,,
Carpet,51,38,13,74.5%,86-33,72.3%,647-416,60.9%,0-0,-,0,,,,,,,,,,,
Grand Slams,115,85,30,73.9%,180-77,70.0%,1361-940,59.1%,0-0,-,0,,,,,,,,,,,
Finals,83,38,45,45.8%,99-98,50.3%,974-922,51.4%,0-0,-,0,,,,,,,,,,,
Semi-finals,126,83,43,65.9%,185-102,64.5%,1494-1200,55.5%,0-0,-,0,,,,,,,,,,,
Quarter-finals,164,118,46,72.0%,249-117,68.0%,1945-1452,57.3%,1-0,100.0%,0,,,,,,,,,,,
vs Righties,333,183,150,55.0%,424-344,55.2%,3750-3381,52.6%,2-1,66.7%,0,,,,,,,,,,,
vs Lefties,39,27,12,69.2%,56-27,67.5%,460-366,55.7%,1-0,100.0%,0,,,,,,,,,,,
