Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1975,6,3,3,50.0%,6-6,50.0%,50-47,51.5%,0-0,-,0,,,,,,,,,,,,R16 (Hampstead)
1974,11,5,6,45.5%,12-13,48.0%,108-113,48.9%,2-2,50.0%,0,,,,,,,,,,,,SF (Beckenham)
1973,21,13,8,61.9%,30-19,61.2%,250-186,57.3%,1-0,100.0%,0,,,,,,,,,,,,F (Norwich)
1971,27,19,8,70.4%,40-19,67.8%,293-217,57.5%,0-0,-,0,,,,,,,,,,,,W (Hampstead)
1969,52,37,15,71.2%,81-36,69.2%,645-448,59.0%,0-0,-,0,,,,,,,,,,,,W (Nottingham)
1968,36,23,13,63.9%,48-31,60.8%,414-343,54.7%,0-0,-,0,,,,,,,,,,,,F (2x)
1967,51,36,15,70.6%,78-36,68.4%,616-450,57.8%,0-0,-,0,,,,,,,,,,,,W (Hampstead)
1966,3,2,1,66.7%,4-2,66.7%,30-21,58.8%,0-0,-,0,,,,,,,,,,,,QF (East London 2)
1965,68,54,14,79.4%,115-35,76.7%,833-493,62.8%,0-0,-,0,,,,,,,,,,,,W (3x)
1964,56,43,13,76.8%,91-35,72.2%,664-415,61.5%,0-0,-,0,,,,,,,,,,,,W (5x)
1963,60,43,17,71.7%,92-41,69.2%,725-491,59.6%,0-0,-,0,,,,,,,,,,,,W (Hampstead)
1962,74,51,23,68.9%,109-52,67.7%,839-577,59.3%,0-0,-,0,,,,,,,,,,,,W (Perth)
1961,46,35,11,76.1%,76-26,74.5%,565-375,60.1%,0-0,-,0,,,,,,,,,,,,F (5x)
1960,75,62,13,82.7%,131-35,78.9%,905-498,64.5%,0-0,-,0,,,,,,,,,,,,W (6x)
1959,74,61,13,82.4%,127-34,78.9%,897-509,63.8%,0-0,-,0,,,,,,,,,,,,W (6x)
1958,62,52,10,83.9%,107-26,80.5%,761-399,65.6%,0-0,-,0,,,,,,,,,,,,W (4x)
1957,55,44,11,80.0%,91-30,75.2%,657-388,62.9%,0-0,-,0,,,,,,,,,,,,W (5x)
1956,35,27,8,77.1%,58-24,70.7%,443-307,59.1%,0-0,-,0,,,,,,,,,,,,W (4x)
1955,6,1,5,16.7%,4-10,28.6%,50-67,42.7%,0-0,-,0,,,,,,,,,,,,F (Framlingham)
Career,818,611,207,74.7%,1300-510,71.8%,9745-6344,60.6%,3-2,60.0%,0,,,,,,,,,,,,
