Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Apr-1973,Norwich,Clay,F,,,Veronica Burton [GBR] d. Truman,6-3 4-6 6-4,,,,,,,,
12-Apr-1971,Hampstead,Clay,F,,,Truman d. Jill Cooper [GBR],8-6 4-6 6-2,,,,,,,,
14-Jul-1969,Hoylake,Grass,F,,,(1) Virginia Wade [GBR] d. (2) Truman,0-6 6-4 8-6,,,,,,,,
09-Jun-1969,Nottingham,Grass,F,,,Truman d. Nell Truman [GBR],6-2 6-4,,,,,,,,
27-Jan-1969,Helsinki,Carpet,F,,,Christina Sandberg [SWE] d. Truman,8-6 3-6 6-4,,,,,,,,
20-Jan-1969,Cologne,Carpet,F,,,Christina Sandberg [SWE] d. Truman,6-3 2-6 8-6,,,,,,,,
27-May-1968,Surbiton,Grass,F,,,Judy Tegart [AUS] d. Truman,10-8 6-4,,,,,,,,
08-Apr-1968,Hampstead,Clay,F,,,Fay Toyne [AUS] d. Truman,6-4 6-2,,,,,,,,
10-Apr-1967,Hampstead,Clay,F,,,Truman d. Jitka Horcickova [TCH],7-5 6-1,,,,,,,,
12-Jul-1965,Newport Wales,Grass,F,,,Annette Van Zyl [RSA] d. Truman,2-6 6-4 6-1,,,,,,,,
05-Jul-1965,Dublin,Grass,F,,,Maria Bueno [BRA] d. Truman,10-8 6-4,,,,,,,,
14-Jun-1965,Queen's Club,Grass,F,,,Annette Van Zyl [RSA] d. Truman,6-3 4-6 6-4,,,,,,,,
24-May-1965,Surbiton,Grass,F,,,Truman d. Rita Bentley [GBR],7-5 6-1,,,,,,,,
26-Jun-1961,Wimbledon,Grass,F,,,(7) Angela Mortimer [GBR] d. (6) Truman,4-6 6-4 7-5,,,,,,,,
06-Sep-1959,US National Championships,Grass,F,,,(1) Maria Bueno [BRA] d. (3) Truman,6-1 6-4,,,,,,,,
19-May-1959,Roland Garros,Clay,F,,,(2) Truman d. (1) Zsuzsa Kormoczy [HUN],6-4 7-5,,,,,,,,
