Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Palermo R32,L vs Krunic,40% (4/10),50% (2/4),1/4,73% (8/11),25% (2/8),0/1,0/0,0/1,0/0,0/1
2019 W60 Rome QF,L vs Flink,27% (3/11),67% (2/3),0/4,50% (5/10),0% (0/5),0/2,0/0,1/3,0/0,1/1
2019 W60 Rome R16,W vs Salden,67% (6/9),100% (6/6),2/4,70% (7/10),43% (3/7),4/5,1/1,0/0,1/1,0/0
2019 W60 Brescia R32,L vs Di Giuseppe,36% (4/11),75% (3/4),2/5,60% (6/10),17% (1/6),1/3,0/0,2/2,0/0,0/0
2019 W25 Santa Margherita Di Pula SF,L vs Ce,27% (3/11),100% (3/3),1/4,50% (5/10),20% (1/5),1/3,0/0,1/1,0/0,0/0
2019 W25 Santa Margherita Di Pula QF,W vs Bains,58% (7/12),86% (6/7),2/5,50% (6/12),17% (1/6),4/6,1/4,1/1,0/2,0/0
2019 W25 Santa Margherita Di Pula R16,W vs Stefanini,80% (12/15),75% (9/12),4/6,53% (8/15),13% (1/8),4/8,1/1,1/2,1/1,0/0
2019 W25 Santa Margherita Di Pula R16,L vs Yerolymos,63% (10/16),90% (9/10),6/9,73% (11/15),18% (2/11),3/8,1/2,1/1,0/0,1/1
2019 W25 Santa Margherita Di Pula R32,W vs Spigarelli,73% (8/11),75% (6/8),1/1,18% (2/11),50% (1/2),5/5,2/3,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula R16,L vs Teichmann,73% (8/11),50% (4/8),2/5,60% (6/10),17% (1/6),2/4,0/0,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R32,W vs Eto,100% (7/7),100% (7/7),1/1,17% (1/6),0% (0/1),4/5,0/0,0/0,0/0,0/0
2019 W25 Campinas SF,L vs Kovinic,38% (3/8),67% (2/3),1/4,88% (7/8),14% (1/7),1/2,0/0,0/2,0/0,0/1
2019 W25 Sao Paulo R32,L vs Cepede Royg,11% (1/9),100% (1/1),0/4,75% (6/8),33% (2/6),0/1,0/0,0/0,0/0,0/0
2019 W25 Grenoble R32,L vs Diatchenko,25% (2/8),100% (2/2),1/4,75% (6/8),0% (0/6),0/2,0/0,0/2,0/0,0/1
2017 Santa Margherita Di Pula $25K F,W vs Grabher,56% (5/9),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2017 Santa Margherita Di Pula $25K SF,W vs Cakarevic,88% (7/8),86% (6/7),2/3,33% (3/9),0% (0/3),4/6,2/3,0/0,1/1,0/0
2017 Santa Margherita Di Pula $25K QF,W vs Solovieva,71% (10/14),90% (9/10),3/6,54% (7/13),0% (0/7),3/8,1/1,2/3,0/0,1/1
2017 Santa Margherita Di Pula $25K R32,W vs Anshba,100% (7/7),86% (6/7),2/2,38% (3/8),33% (1/3),4/6,2/2,0/0,1/1,0/0
2017 Santa Margherita Di Pula $25K R16,L vs Hercog,50% (5/10),60% (3/5),2/5,67% (6/9),17% (1/6),2/3,0/0,0/0,0/0,0/0
2017 Santa Margherita Di Pula $25K QF,L vs Von Deichmann,61% (11/18),91% (10/11),6/10,78% (14/18),21% (3/14),2/9,0/2,2/2,0/0,1/1
2019 (14 matches),,52.3%,79.5%,40.0%,58.3%,19.0%,52.7%,54.5%,46.7%,60.0%,40.0%
2017 (42 matches),,59.8%,84.7%,46.6%,59.4%,19.8%,54.3%,70.0%,57.9%,84.6%,60.0%
2016 (33 matches),,63.3%,83.7%,49.7%,55.3%,19.1%,56.7%,63.9%,59.5%,58.8%,46.7%
2015 (14 matches),,72.2%,87.5%,65.2%,43.0%,24.6%,67.1%,47.1%,100.0%,36.4%,-
Career (103 matches),,61.6%,84.2%,48.7%,55.7%,20.0%,56.8%,62.5%,58.1%,60.9%,52.5%
