Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),248,276,344,1385,369,1308,273,1383,,,859,54,,
2025,230,318,296,1443,328,1371,262,1413,,,967,42
2024,456,121,,,,,,,,,,
2023,686,53,,,,,,,,,,
2022,519,75,,,,,,,,,,
2021,291,234,248,1421,269,1333,210,1400,194,1362,,
2020,294,209,,,,,,,,,724,55
2019,330,157,,,,,,,,,680,54
2018,302,151,,,,,,,,,,
2017,223,253,,,,,,,,,,
2016,280,165,,,,,,,,,,
2015,476,61,,,,,,,,,,
