Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Palermo R32,L vs Krunic,1.04,0.66,48.6,2.0,-,42.4%,-,51.6%,34.6%,32.0%
2019 W60 Rome QF,L vs Flink,1.08,0.62,44.1,2.4,-,40.7%,-,43.5%,34.6%,32.0%
2019 W60 Rome R16,W vs Salden,1.13,1.37,51.8,3.6,-,50.0%,-,59.4%,45.2%,65.5%
2019 W60 Brescia R32,L vs Di Giuseppe,0.94,0.78,58.2,2.6,-,51.4%,-,45.9%,47.2%,36.7%
2019 W25 Santa Margherita Di Pula SF,L vs Ce,0.92,0.76,53.8,2.0,0.0%,58.5%,0.0%,50.0%,47.2%,27.8%
2019 W25 Santa Margherita Di Pula QF,W vs Bains,1.28,1.33,61.0,3.2,0.0%,54.5%,0.0%,48.8%,43.2%,57.1%
2019 W25 Santa Margherita Di Pula R16,W vs Stefanini,1.02,1.10,79.8,5.1,0.0%,52.2%,0.0%,47.6%,49.2%,58.6%
2019 W25 Santa Margherita Di Pula R16,L vs Yerolymos,1.00,0.90,70.0,3.5,0.0%,40.6%,1.6%,49.2%,49.1%,51.0%
2019 W25 Santa Margherita Di Pula R32,W vs Spigarelli,0.92,1.61,39.0,2.0,-,62.1%,-,58.6%,83.3%,52.4%
2019 W25 Santa Margherita Di Pula R16,L vs Teichmann,0.90,0.76,61.5,3.0,0.0%,38.2%,0.0%,56.3%,50.0%,39.5%
2019 W25 Santa Margherita Di Pula R32,W vs Eto,1.29,2.28,30.0,2.1,0.0%,65.4%,0.0%,48.0%,75.0%,77.8%
2019 W25 Campinas SF,L vs Kovinic,1.06,0.68,45.3,2.8,0.0%,37.9%,0.0%,48.1%,25.0%,50.0%
2019 W25 Sao Paulo R32,L vs Cepede Royg,0.90,0.63,42.8,2.0,0.0%,55.6%,4.0%,40.0%,41.9%,30.0%
2019 W25 Grenoble R32,L vs Diatchenko,1.05,0.66,48.0,2.0,0.0%,48.1%,0.0%,34.6%,40.0%,33.3%
2017 Santa Margherita Di Pula $25K F,W vs Grabher,1.06,1.56,46.4,2.2,0.0%,57.7%,0.0%,72.0%,40.6%,63.3%
2017 Santa Margherita Di Pula $25K SF,W vs Cakarevic,1.15,1.62,37.9,2.5,0.0%,61.3%,0.0%,53.3%,62.1%,57.7%
2017 Santa Margherita Di Pula $25K QF,W vs Solovieva,1.05,1.18,53.9,8.3,0.0%,57.5%,0.0%,44.4%,46.9%,63.0%
2017 Santa Margherita Di Pula $25K R32,W vs Anshba,1.05,1.47,40.5,2.0,0.0%,69.0%,0.0%,44.4%,69.7%,50.0%
2017 Santa Margherita Di Pula $25K R16,L vs Hercog,0.88,0.74,53.2,2.0,0.0%,45.5%,0.0%,50.0%,50.0%,38.5%
2017 Santa Margherita Di Pula $25K QF,L vs Von Deichmann,0.95,0.90,83.5,2.6,0.0%,44.8%,0.0%,47.7%,49.2%,53.2%
2019 (14 matches),,1.03,0.95,55.8,2.5,0.0%,49.4%,0.4%,49.0%,47.1%,46.1%
2017 (42 matches),,1.00,1.01,55.7,2.7,0.1%,52.0%,0.1%,49.8%,50.3%,49.5%
2016 (33 matches),,1.04,1.11,59.0,3.1,0.5%,51.8%,0.4%,52.6%,50.6%,51.3%
2015 (14 matches),,1.09,1.39,53.2,2.4,0.8%,57.6%,0.5%,56.4%,52.7%,57.2%
Career (103 matches),,1.03,1.08,56.5,2.7,0.3%,52.3%,0.3%,51.4%,50.3%,50.7%
