Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,133,105,28,78.9%,204-62,76.7%,1394-815,63.1%,12-0,100.0%,0,,,,,,,,,,,
Clay,68,55,13,80.9%,108-32,77.1%,737-436,62.8%,7-4,63.6%,0,,,,,,,,,,,
Grass,63,49,14,77.8%,98-27,78.4%,681-388,63.7%,3-4,42.9%,0,,,,,,,,,,,
Carpet,199,160,39,80.4%,314-101,75.7%,2180-1283,63.0%,13-9,59.1%,0,,,,,,,,,,,
Grand Slams,76,61,15,80.3%,123-34,78.3%,838-496,62.8%,6-5,54.5%,0,,,,,,,,,,,
Finals,51,33,18,64.7%,60-44,57.7%,473-412,53.4%,10-2,83.3%,0,,,,,,,,,,,
Semi-finals,69,49,20,71.0%,99-48,67.3%,710-525,57.5%,5-1,83.3%,0,,,,,,,,,,,
Quarter-finals,83,58,25,69.9%,120-51,70.2%,874-567,60.7%,6-6,50.0%,0,,,,,,,,,,,
vs Righties,289,233,56,80.6%,463-139,76.9%,3199-1866,63.2%,23-8,74.2%,0,,,,,,,,,,,
vs Lefties,74,50,24,67.6%,98-56,63.6%,730-574,56.0%,4-3,57.1%,0,,,,,,,,,,,
vs Top 10,3,0,3,0.0%,0-6,0.0%,7-36,16.3%,0-0,-,0,,,,,,,,,,,
