Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1994,13,5,8,38.5%,11-18,37.9%,109-137,44.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
1993,12,6,6,50.0%,13-15,46.4%,112-139,44.6%,0-0,-,0,,,,,,,,,,,,R16 (3x)
1989,2,0,2,0.0%,1-4,20.0%,20-30,40.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1984,5,2,3,40.0%,5-6,45.5%,47-53,47.0%,0-0,-,0,,,,,,,,,,,,QF (Carta Blanca Exho)
1983,36,26,10,72.2%,54-20,73.0%,378-254,59.8%,4-1,80.0%,0,,,,,,,,,,,,F (2x)
1982,53,39,14,73.6%,81-29,73.6%,575-354,61.9%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
1981,68,60,8,88.2%,117-21,84.8%,783-368,68.0%,7-5,58.3%,0,,,,,,,,,,,,W (8x)
1980,98,88,10,89.8%,174-27,86.6%,1118-469,70.4%,4-2,66.7%,0,,,,,,,,,,,,W (11x)
1979,96,82,14,85.4%,158-35,81.9%,1046-577,64.4%,7-3,70.0%,0,,,,,,,,,,,,W (7x)
1978,66,50,16,75.8%,96-36,72.7%,689-416,62.4%,7-2,77.8%,0,,,,,,,,,,,,W (2x)
1977,27,19,8,70.4%,35-21,62.5%,271-223,54.9%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
1973,1,1,0,100.0%,1-0,100.0%,6-4,60.0%,1-0,100.0%,0,,,,,,,,,,,,W (Santa Monica U12)
Career,477,378,99,79.2%,746-232,76.3%,5154-3024,63.0%,35-17,67.3%,0,,,,,,,,,,,,
