Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,10,1,9,10.0%,1,0,1,0.0%,2001,2009,R128,1,0.82,6.9%,6.9%,46.6%,77.8%,54.8%,65.5%,28.2%,66.7%,0.0%
Roland Garros,9,Clay,18,9,9,50.0%,1,1,0,100.0%,2001,2009,R64,2,1.01,2.3%,0.8%,58.3%,63.6%,45.5%,56.1%,44.2%,62.5%,75.0%
Wimbledon,9,Grass,16,7,9,43.8%,2,0,2,0.0%,2000,2009,R64,1,0.33,7.5%,2.5%,50.0%,65.0%,25.0%,45.0%,17.9%,33.3%,0
US Open,9,Hard,17,8,9,47.1%,4,3,1,75.0%,1998,2007,R64,0,,,,,,,,,,
Olympics,1,,1,0,1,0.0%,0,0,0,-,2008,2008,R64,0,,,,,,,,,,
Fed Cup,10,,37,24,13,64.9%,3,1,2,33.3%,1992,2006,,0,,,,,,,,,,
Dubai,10,Hard,15,5,10,33.3%,5,2,3,40.0%,2001,2010,QF,5,0.78,2.0%,3.4%,57.7%,58.0%,34.0%,47.9%,40.6%,49.2%,56.3%
Doha,9,Hard,12,3,9,25.0%,1,0,1,0.0%,2001,2011,R16,2,0.72,3.9%,1.0%,62.1%,43.8%,35.9%,40.8%,42.4%,29.4%,45.5%
Paris,8,Carpet,15,7,8,46.7%,6,3,3,50.0%,2001,2011,R16,2,0.92,5.5%,4.9%,61.2%,58.9%,52.1%,56.3%,40.4%,41.2%,35.0%
Birmingham,7,Grass,8,1,7,12.5%,6,1,5,16.7%,2000,2006,R64,0,,,,,,,,,,
Strasbourg,6,Clay,11,5,6,45.5%,0,0,0,-,2001,2010,R16,1,0.83,3.0%,4.5%,60.6%,50.0%,26.9%,40.9%,49.0%,46.2%,66.7%
Canberra,4,Hard,9,5,4,55.6%,2,0,2,0.0%,2001,2006,R16,0,,,,,,,,,,
