Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2011,,,,,,,,,,,167,451,,
2010,452,76,,,,,,,,,119,625,,
2009,281,163,202,1460,211,1375,177,1453,187,1372,,,,
2008,198,145,181,1521,207,1405,146,1521,172,1414,,,,
2007,166,191,165,1552,174,1466,135,1529,153,1443,,,,
2006,181,149,188,1493,193,1408,156,1484,153,1429,,,,
2005,193,175,214,1424,211,1383,210,1358,162,1411,,,,
2004,118,309,142,1602,135,1567,141,1534,129,1497,,,,
2003,154,208,163,1523,161,1471,163,1470,138,1475,,,,
2002,139,234,154,1572,130,1544,142,1525,137,1473,,,,
2001,82,431,92,1696,89,1636,89,1641,103,1542,,,,
2000,160,162,,,,,,,,,,,,
1999,298,58,,,,,,,,,,,,
1998,284,61,,,,,,,,,,,,
1997,353,38,,,,,,,,,,,,
1996,502,17,,,,,,,,,,,,
1995,349,2,,,,,,,,,,,,
1994,419,1,,,,,,,,,,,,
