Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1992,418,1,,,,,,,,,,,,
1990,96,12,103,1717,106,1617,151,1564,44,1681,,,,
1989,45,25,82,1735,75,1654,,,40,1682,,,,
1988,109,8,95,1679,106,1588,,,55,1632,,,,
1987,61,14,71,1736,67,1645,,,46,1686,,,,
1986,46,17,54,1774,73,1643,94,1606,28,1734,,,,
1985,,,56,1771,50,1669,88,1607,40,1709,,,,
1984,77,,78,1699,84,1609,96,1574,57,1636,,,,
1983,,,66,1722,96,1563,94,1579,45,1664,,,,
1982,,,57,1748,64,1596,87,1585,30,1703,,,,
1981,,,30,1804,39,1637,69,1603,17,1749,,,,
1980,,,43,1726,53,1581,80,1580,28,1669,,,,
1979,,,59,1659,74,1485,61,1566,43,1608,,,,
1978,,,66,1635,74,1479,60,1573,39,1628,,,,
1977,,,44,1708,50,1564,52,1617,33,1665,,,,
1976,,,55,1685,56,1545,65,1603,30,1670,,,,
1975,,,46,1747,45,1589,54,1643,30,1695,,,,
1974,,,31,1764,43,1572,54,1611,23,1746,,,,
1973,,,93,1526,80,1405,115,1425,,,,,,
