Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,5,3,2,60.0%,7-6,53.8%,65-67,49.2%,2-1,66.7%,5,73.4%,24.6%,6.4%,6.9%,61.8%,70.5%,44.1%,60.4%,39.1%,49.7%,0.99,SF (Umag)
2016,23,7,16,30.4%,24-37,39.3%,278-324,46.2%,7-4,63.6%,23,73.3%,17.5%,9.0%,4.1%,60.0%,69.4%,47.4%,60.6%,34.6%,48.1%,0.88,QF (Munich)
2015,19,8,11,42.1%,23-25,47.9%,248-244,50.4%,3-4,42.9%,19,80.0%,21.6%,11.3%,3.9%,58.9%,73.6%,51.3%,64.5%,37.4%,50.3%,1.05,QF (2x)
2014,37,15,22,40.5%,41-47,46.6%,452-438,50.8%,7-13,35.0%,37,81.2%,20.5%,11.4%,4.6%,58.8%,75.7%,49.3%,64.8%,36.6%,50.4%,1.04,QF (2x)
2013,60,33,27,55.0%,85-74,53.5%,804-753,51.6%,13-14,48.1%,56,81.2%,23.3%,11.6%,3.8%,59.5%,73.8%,51.9%,64.9%,37.2%,51.1%,1.06,SF (3x)
2012,43,16,27,37.2%,42-67,38.5%,496-570,46.5%,13-9,59.1%,41,73.3%,19.1%,10.1%,4.2%,56.9%,71.4%,46.9%,60.8%,36.3%,48.7%,0.93,SF (Valencia)
2011,51,26,25,51.0%,64-68,48.5%,615-649,48.7%,13-8,61.9%,49,77.0%,19.4%,9.9%,4.0%,58.6%,71.4%,49.3%,62.2%,35.9%,49.2%,0.95,W (Zagreb)
2010,15,8,7,53.3%,22-19,53.7%,193-181,51.6%,2-3,40.0%,14,76.4%,24.3%,10.4%,3.9%,57.6%,72.0%,51.1%,63.2%,37.5%,50.6%,1.02,QF (Stockholm)
2009,4,2,2,50.0%,4-4,50.0%,33-39,45.8%,1-0,100.0%,4,72.2%,17.1%,9.3%,4.2%,52.7%,68.8%,50.0%,59.9%,37.0%,48.7%,0.92,QF (Zagreb)
2008,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,1.9%,0.0%,56.6%,70.0%,34.8%,54.7%,24.5%,40.2%,0.54,R32 (Marseille)
Career,258,118,140,45.7%,312-349,47.2%,3189-3277,49.3%,61-56,52.1%,249,77.7%,20.7%,10.5%,4.1%,58.7%,72.5%,49.4%,62.9%,36.5%,49.8%,0.99,
