Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,163,74,89,45.4%,201-221,47.6%,2051-2080,49.6%,40-38,51.3%,158,78.3%,20.6%,11.1%,4.5%,57.5%,73.5%,49.3%,63.2%,36.6%,49.9%,0.99
Clay,64,27,37,42.2%,69-90,43.4%,736-802,47.9%,8-9,47.1%,60,72.7%,23.5%,7.3%,3.6%,59.0%,68.7%,48.3%,60.3%,37.8%,49.2%,0.95
Grass,31,17,14,54.8%,42-38,52.5%,402-395,50.4%,13-9,59.1%,31,83.4%,16.5%,13.0%,3.3%,63.6%,74.2%,52.2%,66.2%,34.0%,50.2%,1.01
Grand Slams,40,15,25,37.5%,62-81,43.4%,665-728,47.7%,10-15,40.0%,40,76.8%,18.6%,10.2%,4.0%,59.9%,71.8%,48.6%,62.5%,34.3%,48.7%,0.91
Masters,47,19,28,40.4%,52-62,45.6%,544-549,49.8%,7-8,46.7%,47,75.7%,23.2%,10.3%,5.6%,54.4%,71.6%,50.9%,62.1%,38.4%,50.0%,1.01
Other Tours,162,82,80,50.6%,186-185,50.1%,1821-1828,49.9%,42-30,58.3%,162,78.6%,20.8%,10.7%,3.7%,59.4%,73.0%,49.2%,63.4%,36.8%,50.1%,1.00
Best of 5,48,16,32,33.3%,72-102,41.4%,812-896,47.5%,12-18,40.0%,40,76.8%,18.6%,10.2%,4.0%,59.9%,71.8%,48.6%,62.5%,34.3%,48.7%,0.91
Best of 3,210,102,108,48.6%,240-247,49.3%,2377-2381,50.0%,49-38,56.3%,209,77.9%,21.4%,10.6%,4.2%,58.3%,72.7%,49.6%,63.1%,37.2%,50.1%,1.01
Finals,2,1,1,50.0%,2-2,50.0%,17-19,47.2%,0-0,-,2,83.3%,11.1%,17.2%,6.0%,65.7%,73.9%,34.8%,60.4%,33.9%,48.2%,0.86
Semi-finals,8,2,6,25.0%,5-13,27.8%,75-104,41.9%,3-3,50.0%,8,70.2%,14.6%,6.9%,4.2%,57.7%,70.2%,42.6%,58.5%,31.9%,45.7%,0.77
Quarter-finals,22,8,14,36.4%,21-30,41.2%,232-258,47.3%,2-3,40.0%,22,74.8%,20.2%,10.3%,4.1%,60.1%,71.5%,48.3%,62.3%,35.8%,48.9%,0.95
vs Righties,224,103,121,46.0%,270-302,47.2%,2760-2834,49.3%,52-49,51.5%,216,77.8%,20.9%,10.4%,4.2%,58.7%,72.6%,49.6%,63.1%,36.6%,49.8%,0.99
vs Lefties,32,13,19,40.6%,38-47,44.7%,405-434,48.3%,9-7,56.3%,32,76.3%,19.3%,10.8%,3.6%,58.5%,71.7%,48.0%,61.9%,36.2%,49.2%,0.95
vs Top 10,28,4,24,14.3%,19-57,25.0%,297-439,40.4%,8-6,57.1%,27,67.4%,12.5%,8.6%,3.9%,57.8%,68.1%,44.8%,58.2%,32.0%,45.5%,0.77
