Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,57,41,16,71.9%,25,9,16,36.0%,2003,2018,SF,57,1.17,3.5%,2.8%,64.2%,68.6%,52.3%,62.7%,43.8%,58.8%,46.2%
Roland Garros,16,Clay,60,44,16,73.3%,19,9,10,47.4%,2003,2018,F,60,1.21,3.2%,3.5%,63.6%,68.6%,52.7%,62.8%,45.1%,59.4%,46.1%
Wimbledon,15,Grass,43,28,15,65.1%,27,13,14,48.1%,2003,2018,QF,43,1.10,5.5%,3.2%,66.3%,71.7%,53.0%,65.4%,38.2%,59.3%,40.4%
US Open,16,Hard,49,33,16,67.3%,25,18,7,72.0%,2003,2018,SF,48,1.13,4.6%,3.8%,61.5%,69.9%,53.4%,63.6%,41.3%,59.6%,40.8%
Olympics,3,,6,3,3,50.0%,2,0,2,0.0%,2008,2016,R16,6,1.15,5.7%,2.8%,62.8%,71.3%,50.3%,63.5%,41.8%,62.2%,41.7%
Davis Cup,10,,33,28,5,84.8%,12,8,4,66.7%,2006,2018,,4,1.09,0.5%,6.0%,60.9%,64.6%,48.3%,58.2%,45.5%,45.7%,61.5%
Miami Masters,17,Hard,52,35,17,67.3%,18,9,9,50.0%,2003,2019,F,51,1.13,3.6%,3.4%,63.3%,68.3%,51.2%,62.0%,42.8%,55.3%,44.0%
Madrid Masters,16,Clay,40,24,16,60.0%,14,8,6,57.1%,2003,2019,SF,37,1.03,3.8%,3.2%,62.8%,69.6%,51.7%,62.9%,38.2%,58.5%,37.3%
Barcelona,15,Clay,45,30,15,66.7%,14,11,3,78.6%,2003,2019,F,44,1.11,3.0%,2.6%,64.1%,65.4%,53.2%,61.0%,43.2%,59.7%,41.3%
Rome Masters,15,Clay,40,25,15,62.5%,6,4,2,66.7%,2003,2018,F,39,1.06,3.2%,3.3%,64.0%,66.3%,49.3%,60.2%,42.3%,56.5%,44.0%
Auckland,14,Hard,43,33,10,76.7%,10,4,6,40.0%,2003,2019,W,42,1.21,4.1%,3.0%,63.9%,71.0%,53.7%,64.8%,42.5%,67.3%,46.0%
Cincinnati Masters,14,Hard,35,21,14,60.0%,13,8,5,61.5%,2004,2018,F,35,1.08,3.6%,4.1%,62.2%,69.1%,54.7%,63.7%,39.4%,64.5%,37.5%
Paris Masters,13,Hard,33,21,12,63.6%,12,3,9,25.0%,2004,2017,W,33,1.13,4.2%,3.4%,61.4%,70.8%,53.8%,64.3%,40.4%,65.8%,41.5%
Indian Wells Masters,13,Hard,24,11,13,45.8%,9,3,6,33.3%,2003,2018,QF,24,1.02,4.2%,3.7%,61.8%,68.4%,52.0%,62.1%,38.7%,64.7%,36.8%
Acapulco,12,Hard,40,32,8,80.0%,11,7,4,63.6%,2003,2019,W,40,1.26,3.0%,3.1%,63.1%,70.3%,56.1%,65.0%,44.2%,65.5%,47.9%
Valencia,11,Hard,40,32,8,80.0%,5,1,4,20.0%,2003,2014,W,39,1.25,3.1%,2.8%,63.5%,71.7%,55.1%,65.6%,43.0%,60.3%,46.0%
Monte Carlo Masters,11,Clay,37,26,11,70.3%,6,3,3,50.0%,2003,2015,F,37,1.16,1.8%,3.1%,62.0%,66.4%,50.8%,60.5%,45.9%,52.9%,49.1%
Bastad,11,Clay,35,27,8,77.1%,4,2,2,50.0%,2003,2018,W,35,1.19,2.6%,4.2%,61.0%,69.2%,53.2%,63.0%,44.1%,63.3%,44.5%
Canada Masters,11,Hard,20,9,11,45.0%,5,1,4,20.0%,2004,2018,QF,20,0.99,3.0%,3.5%,60.7%,66.2%,48.6%,59.3%,40.3%,64.7%,38.4%
Buenos Aires,10,Clay,31,24,7,77.4%,7,5,2,71.4%,2003,2019,W,31,1.25,2.1%,2.9%,65.3%,70.1%,52.2%,63.9%,45.1%,59.5%,46.6%
